Geneid,GeneSymbol,logFC,AveExpr,P.Value,adj.P.Val,DMSO1_S1,DMSO2_S2,DMSO3_S3,PAN_1_S7,PAN_2_S8,PAN_3_S9,AvgCase,AvgControl,FoldChange,log2FC_Actual
ENSG00000161091.13,MFSD12,7.253777944,21.46841073,0.001603926,0.006386745,19.71787463,17.68216973,16.12452093,25.48095732,25.75147699,24.0534648,25.09529971,17.84152176,1.406567222,0.492178503
ENSG00000099282.10,TSPAN15,7.243098779,5.58650169,1.03E-05,0.000239438,1.853570448,2.398566764,1.64271969,9.749209429,8.769244378,9.10569943,9.208051079,1.964952301,4.686144837,2.228401545
ENSG00000138593.9,SECISBP2L,7.242793207,13.52355168,0.000253535,0.001704079,8.808134489,9.556166175,11.34216457,17.05479103,17.03520661,17.34484722,17.14494829,9.902155079,1.731436051,0.791969104
ENSG00000149091.15,DGKZ,7.242017199,13.18716046,0.000164604,0.001262702,9.354242722,10.69613558,8.648077269,17.12066204,16.14151626,17.16232887,16.80816905,9.566151856,1.757046021,0.813151979
ENSG00000115762.16,PLEKHB2,7.230329477,11.86301186,9.85E-06,0.000233983,7.877938539,8.33297629,8.53262653,15.40221027,16.03826502,14.9940545,15.4781766,8.24784712,1.876632335,0.908146029
ENSG00000006432.16,MAP3K9,7.217447131,7.223767344,3.71E-06,0.000140972,3.199296268,3.841449423,3.804385642,11.22325544,10.66356028,10.61065701,10.83249091,3.615043778,2.996503383,1.583280003
ENSG00000143437.21,ARNT,7.195344864,21.85992331,0.000115373,0.00100315,17.91997847,17.94373458,18.92303957,24.97160838,26.527608,24.87357083,25.45759574,18.26225087,1.394000987,0.479231582
ENSG00000167535.8,CACNB3,7.181184231,13.58278404,0.000569079,0.002991196,10.71024341,9.75248773,9.513844617,18.16610413,15.52834836,17.82567596,17.17337615,9.99219192,1.718679574,0.781300598
ENSG00000186111.11,PIP5K1C,7.17893028,14.14458276,3.88E-05,0.000504246,11.12827072,10.50925391,10.02782822,18.43238175,17.6098119,17.15995005,17.7340479,10.55511762,1.680137403,0.748579222
ENSG00000182446.14,NPLOC4,7.165651274,28.64379126,0.000419194,0.002408306,24.59687482,26.41533488,24.17068717,32.2554835,31.3727609,33.05160628,32.2266169,25.06096562,1.285928778,0.36281074
ENSG00000139505.12,MTMR6,7.161886462,18.94252025,0.000328941,0.002033978,14.15318686,15.12497008,16.80657412,22.18827804,22.57395549,22.80815692,22.52346348,15.36157702,1.466220783,0.55210236
ENSG00000139354.11,GAS2L3,7.161259156,9.796723872,1.18E-06,7.99E-05,6.161080649,6.425308113,6.061894121,13.02210339,13.640885,13.46907196,13.37735345,6.216094294,2.152051243,1.10571243
ENSG00000155256.17,ZFYVE27,7.159923798,14.41812399,9.65E-05,0.000889364,10.91276864,11.56717531,10.03454233,18.42771491,17.18756917,18.37897359,17.99808589,10.83816209,1.660621583,0.731723354
ENSG00000167588.13,GPD1,7.159263559,6.139307458,0.001148393,0.005000018,2.562130587,3.274172964,1.842723484,9.631949434,11.45776932,8.06709896,9.718939237,2.559675679,3.796941667,1.924837835
ENSG00000164938.14,TP53INP1,7.155483907,14.87783615,0.000156511,0.001219062,12.03841253,10.41379198,11.44807808,19.14303177,17.54635624,18.67734629,18.4555781,11.30009419,1.633223386,0.707722131
ENSG00000187091.14,PLCD1,7.143580486,4.752378067,0.000187158,0.001380132,1.310886371,1.417472812,0.813404289,7.916919757,7.417845495,9.637739678,8.32416831,1.180587824,7.050867493,2.817800768
ENSG00000171722.13,SPATA46,7.139377497,5.714868257,0.000752864,0.00365756,0.935255475,3.033899592,2.466383459,8.668645355,10.73491333,8.450112326,9.284557005,2.145179508,4.328102599,2.113734699
ENSG00000140876.11,NUDT7,7.129544285,12.86792501,0.000280569,0.001813801,8.897818766,8.874004118,10.13763573,16.38345875,17.56459982,15.3500329,16.43269716,9.303152871,1.766357856,0.820777656
ENSG00000115415.20,STAT1,7.122822171,10.07457777,2.27E-06,0.000108685,6.542623356,6.81196544,6.184911265,13.65877116,13.92244769,13.32674773,13.63598886,6.513166687,2.093603544,1.065988272
ENSG00000177082.13,WDR73,7.121124322,29.61530532,0.002424914,0.008761139,27.67099178,26.11945989,24.3737778,31.85728386,34.71138278,32.9589358,33.17586748,26.05474316,1.273313933,0.348588156
ENSG00000149577.16,SIDT2,7.104284636,16.23421547,0.002383014,0.008639242,11.86589763,13.42288418,12.75743765,21.99639802,19.35699595,18.0056794,19.78635779,12.68207315,1.560183225,0.641715466
ENSG00000145675.15,PIK3R1,7.102845182,8.853355222,0.000102372,0.000920588,4.762233162,5.256724144,5.886840587,13.38345287,11.66972638,12.16115419,12.40477781,5.301932631,2.339670961,1.226305651
ENSG00000151014.6,NOCT,7.075632356,14.65757368,0.000963687,0.004381188,10.81552143,12.61336621,9.93038486,17.44116402,17.70349907,19.44150648,18.19538986,11.1197575,1.63631175,0.710447637
ENSG00000188786.10,MTF1,7.059278531,9.24089456,0.000195121,0.001417671,6.009089815,5.722389502,5.402286566,11.73331392,14.03339847,12.5448891,12.77053383,5.711255294,2.236029238,1.160939053
ENSG00000178397.13,FAM220A,7.039235464,11.49296163,0.002823218,0.009865186,7.155366244,8.020226452,8.744438988,15.30490883,12.78208785,16.95074139,15.01257936,7.973343894,1.882846088,0.912915072
ENSG00000108947.5,EFNB3,7.016802325,10.32697,0.000672058,0.003374957,7.472041066,5.68563239,7.298033051,12.62795671,15.12601319,13.75214359,13.83537116,6.818568836,2.029072595,1.020820482
ENSG00000138279.16,ANXA7,7.016169635,20.7747623,8.94E-05,0.000850204,16.21195874,17.9091616,17.6789121,24.67962073,24.28402713,23.88489348,24.28284711,17.26667748,1.406341616,0.491947084
ENSG00000148154.10,UGCG,7.012517261,17.77361943,7.63E-05,0.000770955,13.64236853,14.03318888,15.12652498,21.53778611,21.69182336,20.61002472,21.27987806,14.2673608,1.49150767,0.576771397
ENSG00000149925.22,ALDOA,7.010413304,9.738963071,0.002296831,0.008398706,8.411355483,5.281125505,5.00878827,12.38117585,13.05076455,14.30056876,13.24416972,6.233756419,2.124588905,1.087183715
ENSG00000143398.20,PIP5K1A,7.007779181,53.29898041,0.002545073,0.009085193,50.05346328,48.61069169,50.7211175,54.94686788,58.73268366,56.72905848,56.80287,49.79509082,1.140732331,0.189960307
ENSG00000152642.11,GPD1L,6.994161661,21.93845975,0.000240591,0.001646881,18.53539493,17.81554084,18.97320099,25.2328638,26.63081259,24.44294537,25.43554058,18.44137892,1.379264571,0.463899221
ENSG00000144730.19,IL17RD,6.990990929,4.666412904,1.41E-07,2.80E-05,1.318171713,1.24143432,0.953146285,8.155304817,8.134433758,8.195986528,8.161908368,1.170917439,6.970524218,2.801267158
ENSG00000115145.10,STAM2,6.970121079,7.352156785,1.14E-05,0.000252329,3.823185686,3.538992102,4.239110948,10.5730198,10.51159279,11.42703938,10.83721732,3.867096246,2.802417276,1.486671787
ENSG00000104356.11,POP1,6.962881116,17.09759298,0.000139361,0.001134394,13.00612522,13.02188528,14.82044678,20.95036656,20.53656282,20.25017124,20.57903354,13.61615243,1.511369211,0.595856138
ENSG00000130158.14,DOCK6,6.95283296,4.548195821,4.92E-06,0.000162377,1.296430047,0.992970754,0.925937222,7.702744032,8.562189448,7.808903423,8.024612301,1.071779341,7.487186957,2.904423779
ENSG00000171444.18,MCC,6.9449466,10.84070525,1.43E-05,0.000287477,7.175423881,7.204927307,7.724344667,13.96773411,13.99564425,14.97615729,14.31317855,7.368231951,1.942552657,0.957953706
ENSG00000174939.11,ASPHD1,6.943091504,8.238085528,0.000705729,0.003489421,5.257393013,4.074153038,4.968073279,12.74462276,12.35628418,10.0279869,11.70963128,4.766539777,2.456631399,1.296681407
ENSG00000028528.15,SNX1,6.936720463,28.45419612,0.00132756,0.005551473,25.27093839,23.16820112,26.51836815,32.3802872,31.07349626,32.31388558,31.92255635,24.98583588,1.277626112,0.353465703
ENSG00000196155.13,PLEKHG4,6.935031463,14.63373362,0.000901291,0.004171868,10.54007179,12.62918693,10.32939494,17.87319285,17.12708759,19.30346761,18.10124935,11.16621789,1.621072554,0.696948663
ENSG00000178573.7,MAF,6.922885024,3.822101626,1.28E-05,0.000270596,0.229308694,0.247953481,0.604715166,6.703197285,7.896053071,7.251382058,7.283544138,0.360659114,20.19509244,4.335932845
ENSG00000196812.5,ZSCAN16,6.899855321,7.389925934,0.00192374,0.007303106,5.303653718,4.048155393,2.468185712,11.56663969,9.208077965,11.74484313,10.83985359,3.939998274,2.751233082,1.460078369
ENSG00000140259.7,MFAP1,6.882250579,35.81606984,6.93E-05,0.000724724,32.88900725,31.90628791,32.32953851,39.30306171,40.01916694,38.44935675,39.25719513,32.37494456,1.212579533,0.278079376
ENSG00000155744.9,FAM126B,6.88114255,8.024589394,5.78E-05,0.000648444,4.56783227,4.241710896,4.942511189,11.26197811,10.7680308,12.36547309,11.46516067,4.584018119,2.501115915,1.322571921
ENSG00000163040.15,CCDC74A,6.875371576,4.436945136,0.00020699,0.001479724,0.570018857,0.924549508,1.503209678,7.721833777,9.035167536,6.866891458,7.874630924,0.999259348,7.880467608,2.978281238
ENSG00000204052.4,LRRC73,6.870960592,4.359797522,0.000340577,0.002087035,0.459326653,0.496673898,1.816951128,6.54981852,8.535904601,8.300110332,7.795277818,0.924317226,8.43355246,3.076140465
ENSG00000070061.16,ELP1,6.86072943,18.71519667,2.23E-05,0.000366629,15.70229461,14.62387206,15.52832919,22.53531545,21.7053343,22.1960344,22.14556138,15.28483195,1.448858676,0.534916879
ENSG00000139200.14,PIANP,6.85695752,3.972895331,0.000816622,0.003884412,0.729299572,0.262865986,0.641084156,5.546414294,8.238068181,8.419639797,7.401374091,0.544416571,13.59505658,3.765010251
ENSG00000203778.8,FAM229B,6.84945823,5.43534242,0.000442584,0.002503239,1.797659471,2.30829194,1.925888505,7.850388406,10.43963596,8.290190244,8.860071535,2.010613305,4.406651201,2.139682708
ENSG00000205302.7,SNX2,6.840594851,20.13949112,0.00165001,0.006506489,16.71446937,16.02392857,17.41918313,21.58180898,25.05252389,24.04503276,23.55978854,16.71919369,1.409146217,0.494821318
ENSG00000104826.15,LHB,6.836892408,4.093448632,0.001620515,0.00643103,0,0,2.025007282,6.569844944,6.715296934,9.25054263,7.511894836,0.675002427,11.12869307,3.47621227
ENSG00000070269.14,TMEM260,6.836805257,11.87310685,3.33E-07,4.39E-05,8.367686977,8.433467866,8.562957827,15.32398291,15.04960236,15.50094317,15.29150948,8.454704224,1.8086392,0.854904638
ENSG00000180044.6,C3orf80,6.834300441,5.545114521,0.002498387,0.00895365,1.835003399,1.322803404,3.2260861,6.977714974,10.6982954,9.210783851,8.962264742,2.127964301,4.211661228,2.074389396
ENSG00000156345.18,CDK20,6.82691508,9.875943953,0.000445584,0.0025135,6.36846763,7.33055542,5.688436191,12.30354217,13.02507491,14.53958739,13.28940149,6.462486413,2.056391402,1.040114885
ENSG00000038219.13,BOD1L1,6.819110547,22.21369062,2.45E-07,3.85E-05,18.67355802,19.03358648,18.70526154,25.51311319,25.63488444,25.72174005,25.6232459,18.80413535,1.362638878,0.446403275
ENSG00000204310.13,AGPAT1,6.804277364,41.69184662,0.001990008,0.007518281,39.04476361,39.60407819,36.220282,45.82209305,44.1925641,45.26729875,45.0939853,38.28970793,1.177705126,0.235978362
ENSG00000164944.12,VIRMA,6.798150392,18.76837113,0.000164479,0.001262702,14.62896895,15.6781968,15.80072206,21.11924276,22.76822338,22.61487284,22.16744633,15.36929593,1.442320222,0.528391506
ENSG00000171148.13,TADA3,6.797111421,49.6959875,0.000922859,0.004246638,45.70691355,46.61514136,46.57024046,51.28928221,54.22275495,53.77159246,53.09454321,46.29743179,1.146814006,0.197631429
ENSG00000182400.15,TRAPPC6B,6.792698521,12.4049908,0.000711564,0.003512526,9.394950362,7.720719453,9.910254809,15.00445179,17.00723868,15.39232971,15.80134006,9.008641541,1.754020292,0.810665438
ENSG00000165389.7,SPTSSA,6.782672838,28.15598908,0.00025003,0.001685563,24.75878736,24.07589325,25.45927738,30.67489074,31.31175631,32.65532945,31.5473255,24.76465266,1.27388524,0.349235316
ENSG00000264522.6,OTUD7B,6.775855541,13.23869363,7.05E-05,0.000731975,9.438852476,9.953054732,10.16039037,16.36506943,15.95075275,17.56404202,16.6266214,9.850765861,1.687850634,0.755187239
ENSG00000133985.3,TTC9,6.769648241,7.536295044,0.00037202,0.002221392,3.624768506,4.857963963,3.971680302,10.33755639,12.27788588,10.14791523,10.92111916,4.151470924,2.630662569,1.395426208
ENSG00000110713.17,NUP98,6.766349307,23.07317772,6.99E-06,0.000194591,19.5698167,19.38302126,20.11717123,26.02234472,26.63775082,26.70896157,26.45635237,19.69000306,1.343643893,0.42615083
ENSG00000118515.11,SGK1,6.732220179,4.660474448,8.88E-06,0.000221158,1.26190099,1.290076977,1.331115107,8.326413951,8.376990883,7.376348777,8.026584537,1.294364358,6.201178584,2.632542437
ENSG00000213463.5,SYNJ2BP,6.723208392,15.86588094,0.000967076,0.004390936,12.05084222,11.75316263,13.70882539,17.76164437,20.14748361,19.77332743,19.22748514,12.50427674,1.537672712,0.620748464
ENSG00000174953.14,DHX36,6.709629134,20.80757102,0.002839708,0.009909725,15.94608604,17.20708943,19.2050939,24.2387672,22.75071546,25.4976741,24.16238559,17.45275645,1.384445239,0.46930799
ENSG00000184486.10,POU3F2,6.70760651,3.866528921,0.000904128,0.004180444,0.699192015,0.378021198,0.460963787,6.97914337,5.732402909,8.94945025,7.220332176,0.512725667,14.08225226,3.815806186
ENSG00000174705.13,SH3PXD2B,6.699473595,5.637838476,2.99E-07,4.19E-05,2.22823393,2.323867555,2.31220355,9.174903823,8.734251377,9.05357062,8.987575273,2.288101678,3.927961488,1.973780785
ENSG00000174943.11,KCTD13,6.686577865,11.03598484,0.001930299,0.007321442,8.93112797,7.56924,6.577719767,15.1448468,15.39218826,12.60078627,14.37927378,7.692695912,1.869211255,0.902429629
ENSG00000140374.16,ETFA,6.680167533,33.64152984,0.001047112,0.004676113,29.70664069,30.50826134,30.68943621,36.00136506,38.82478405,36.11869173,36.98161361,30.30144608,1.220457054,0.28742153
ENSG00000154917.11,RAB6B,6.679462574,12.66690225,2.07E-05,0.000350556,9.677273026,9.252755765,9.051484091,15.66879165,16.70182675,15.6492822,16.00663353,9.327170961,1.716129532,0.77915845
ENSG00000124171.9,PARD6B,6.678244968,15.8856466,0.000364951,0.00219151,12.6647448,11.9369158,13.03791173,18.73545249,20.58157552,18.35727924,19.22476908,12.54652411,1.532278495,0.615678534
ENSG00000134108.14,ARL8B,6.675116174,16.74587167,0.000647836,0.003291575,13.59513874,12.46555557,14.16424643,20.92208297,20.65334714,18.67485915,20.08342975,13.40831358,1.497834134,0.582877872
ENSG00000174165.8,ZDHHC24,6.670752475,10.80640435,9.85E-05,0.000901181,7.93880242,6.997283273,7.476998645,15.12560575,13.63730718,13.66242884,14.14178059,7.471028113,1.892882797,0.920585085
ENSG00000167674.15,HDGFL2,6.669530088,36.27888786,0.001554885,0.006246683,34.71276111,33.02851532,31.09109202,39.97373162,39.31923994,39.54798715,39.6136529,32.94412281,1.20244977,0.26597663
ENSG00000176532.4,PRR15,6.654918267,3.327459134,0.000361753,0.00217896,0,0,0,7.744275162,7.01621368,5.204265961,6.654918267,0,Inf,Inf
ENSG00000136891.14,TEX10,6.648923255,22.91558098,9.93E-05,0.000905532,18.66715945,20.18496156,19.92123705,25.66113463,26.71860682,26.34038638,26.24004261,19.59111935,1.339384552,0.421570233
ENSG00000198948.12,MFAP3L,6.640813938,15.04904779,0.000302065,0.001914764,10.66555797,11.57252856,12.94783594,18.46017722,18.81526849,17.83291858,18.36945476,11.72864082,1.566204903,0.647272969
ENSG00000162409.11,PRKAA2,6.640748474,6.121660572,1.32E-05,0.000275958,2.755973039,2.399869372,3.248016593,9.946497421,9.198025319,9.181581686,9.442034808,2.801286335,3.370606814,1.753008345
ENSG00000006459.11,KDM7A,6.636926847,8.442282685,2.34E-05,0.000377161,5.258228985,4.644712418,5.46851638,11.32624801,11.57700359,12.37898673,11.76074611,5.123819261,2.29530854,1.198688097
ENSG00000013016.16,EHD3,6.634623711,9.821171633,1.99E-05,0.000343432,6.047367199,6.957571172,6.506640962,12.76249766,12.95690862,13.69604419,13.13848349,6.503859778,2.020105589,1.014430703
ENSG00000167861.16,HID1,6.627109791,3.401924649,6.07E-05,0.000667431,0,0.164694185,0.100415077,7.710180572,6.243654005,6.192604056,6.715479545,0.088369754,75.99296411,6.247793946
ENSG00000188321.14,ZNF559,6.619030872,8.331626866,4.71E-06,0.000158691,4.613758562,5.191149775,5.261425952,11.37995996,11.99540171,11.54806523,11.6411423,5.02211143,2.3179777,1.212866687
ENSG00000156253.7,RWDD2B,6.606982233,17.98159141,0.001924707,0.007305468,13.68319287,15.16564912,15.1854589,22.76364783,21.68874563,19.40285412,21.28508253,14.6781003,1.450125159,0.536177424
ENSG00000174010.9,KLHL15,6.604751851,21.34503691,0.000332074,0.002050313,18.34797948,17.07839712,18.70160635,25.54723058,23.66475151,24.73025642,24.64741284,18.04266099,1.366063069,0.450024092
ENSG00000181788.4,SIAH2,6.604057715,5.164406477,7.44E-06,0.000200408,1.910008161,2.065308406,1.611816291,8.606566436,7.934102448,8.85863712,8.466435334,1.862377619,4.546035802,2.184609046
ENSG00000175224.16,ATG13,6.5975742,19.34941581,0.000195753,0.001421779,15.67916005,15.72919733,16.74352876,22.78292386,23.52627835,21.63540652,22.64820291,16.05062871,1.411047712,0.49676677
ENSG00000119471.15,HSDL2,6.591147781,15.3771863,3.26E-05,0.00045862,12.15268893,11.36069858,12.73144972,18.51619493,19.00701205,18.4950736,18.67276019,12.08161241,1.545551997,0.628122192
ENSG00000130956.14,HABP4,6.585948845,8.766441481,1.93E-05,0.000337853,5.392803746,5.831285506,5.196311924,12.18557716,12.56116779,11.43150276,12.0594159,5.473467059,2.203249928,1.139633158
ENSG00000132002.9,DNAJB1,6.577530869,31.48990314,0.000434794,0.002472589,28.37372783,28.73791337,27.49177192,33.41405215,35.35411089,35.56784269,34.77866858,28.20113771,1.233236366,0.302449337
ENSG00000116954.8,RRAGC,6.563056191,8.26285929,6.56E-05,0.000697969,5.065941868,4.450750623,5.427301093,11.17436988,12.37357656,11.08521572,11.54438739,4.981331195,2.317530583,1.212588377
ENSG00000126581.13,BECN1,6.555791838,25.37967392,0.000843935,0.003979198,22.3613755,22.50925163,21.43470688,29.15931697,27.01737761,29.79601494,28.65756984,22.101778,1.296618301,0.374753841
ENSG00000163110.15,PDLIM5,6.541329775,11.28624445,2.09E-05,0.000351453,7.55342494,8.167583959,8.32572978,15.11525968,14.49506764,14.06040069,14.55690933,8.01557956,1.816076957,0.860825339
ENSG00000116962.15,NID1,6.522122686,5.077841456,3.71E-07,4.63E-05,1.798062172,1.861525758,1.790752407,8.482910008,8.468585145,8.065213243,8.338902799,1.816780112,4.589935096,2.198473753
ENSG00000110880.11,CORO1C,6.521171267,48.46866638,0.001424946,0.005859189,44.64193926,45.40832115,45.57398184,51.48408381,53.53121587,50.17245638,51.72925202,45.20808075,1.144247912,0.19439966
ENSG00000119402.17,FBXW2,6.499973328,48.16934545,0.001705083,0.00666298,44.22027996,43.80512998,46.73266643,50.42160591,51.58295728,52.25343316,51.41933212,44.91935879,1.144703164,0.194973537
ENSG00000156239.12,N6AMT1,6.488770924,27.47495678,0.000926198,0.004254613,23.45099355,23.95678153,25.28393889,31.03841775,29.31784215,31.80176684,30.71934225,24.23057132,1.267792733,0.342318904
ENSG00000125170.11,DOK4,6.474417454,6.656465716,0.00108975,0.004822781,4.323204166,3.595937073,2.338629726,9.484184834,8.84591951,11.35091898,9.893674443,3.419256989,2.893515894,1.532823569
ENSG00000164244.21,PRRC1,6.469133823,32.62269845,0.002571232,0.009155421,27.09018959,30.52572153,30.54848351,35.83313603,35.54627641,36.19238366,35.85726537,29.38813154,1.220127428,0.287031829
ENSG00000134077.16,THUMPD3,6.463468971,37.99561593,0.001751044,0.006796886,33.62357488,34.65199604,36.01607343,39.76749769,41.37937723,42.53517633,41.22735042,34.76388145,1.185924836,0.246012575
ENSG00000143772.9,ITPKB,6.462794472,4.529444581,0.000146185,0.001169262,1.094789549,1.544094056,1.25525843,6.629133917,8.09985822,8.553533314,7.760841817,1.298047345,5.97885882,2.579870145
ENSG00000100345.22,MYH9,6.443983569,24.51818102,0.000345726,0.002108451,21.06547944,22.51865487,20.30443339,28.37227804,27.48973973,27.35850064,27.7401728,21.29618923,1.302588576,0.381381479
ENSG00000119844.15,AFTPH,6.427803372,8.330465234,0.000300475,0.001908118,4.74789757,5.160822141,5.440970935,10.20864452,12.14659304,12.27786319,11.54436692,5.116563549,2.256273534,1.17394198
ENSG00000129625.13,REEP5,6.423759439,28.45383446,0.000124771,0.00105582,24.81400552,24.61909887,26.29275984,31.29901515,32.04617814,31.65194926,31.66571418,25.24195474,1.2544874,0.327097981
ENSG00000143183.18,TMCO1,6.41118756,19.42858013,0.000867467,0.004062719,15.74687355,15.70646053,17.21562496,23.84311704,21.29153423,22.76787044,22.63417391,16.22298635,1.395191577,0.480463236
ENSG00000055163.20,CYFIP2,6.406440511,6.016154298,2.02E-06,0.000103351,2.966789779,2.794537984,2.677474363,9.607995172,9.095207251,8.954921237,9.219374553,2.812934042,3.277494038,1.712593156
ENSG00000163629.13,PTPN13,6.405097942,37.28324647,0.001219896,0.005227189,33.28840752,33.31945423,35.63423075,40.02525511,41.62141994,39.81071128,40.48579544,34.0806975,1.187939168,0.248460961
ENSG00000198832.10,SELENOM,6.404222476,4.672610535,1.49E-05,0.000291933,2.12104546,0.96568626,1.324766171,7.959283978,7.932109791,7.732771549,7.874721773,1.470499297,5.355134673,2.420922857
ENSG00000166135.14,HIF1AN,6.385937851,50.65426278,0.001628921,0.006452296,48.09626957,48.12580084,46.16181117,55.35491434,52.63670648,53.55007431,53.84723171,47.46129386,1.134550437,0.182120747
ENSG00000197256.11,KANK2,6.361168325,21.56055853,0.000473866,0.002626357,16.96466719,19.50087337,18.67438253,24.99005277,24.83790455,24.39547076,24.74114269,18.37997436,1.346092339,0.428777379
ENSG00000145214.14,DGKQ,6.35756375,5.852855079,5.09E-05,0.000596016,2.255979521,3.032780298,2.733459792,9.824704396,8.73139647,8.538809995,9.031636954,2.674073204,3.377483063,1.755948535
ENSG00000150712.11,MTMR12,6.349115652,10.25439981,0.000154679,0.001212464,6.791864107,6.356298478,8.091363377,13.98934725,13.19913423,13.09839143,13.42895764,7.079841987,1.896787762,0.92355826
ENSG00000134313.16,KIDINS220,6.345403881,12.29105731,8.11E-05,0.000803587,8.659767565,9.189596396,9.505702137,15.67067262,16.11371654,14.60688858,15.46375925,9.118355366,1.695893462,0.762045541
ENSG00000181004.10,BBS12,6.345327348,4.814756993,0.000142844,0.001152111,1.813666732,0.905138576,2.207474649,7.360773912,7.777916831,8.823571256,7.987420666,1.642093319,4.864169761,2.28219358
ENSG00000198863.7,RUNDC1,6.340498196,19.59922167,0.001420756,0.005845363,15.48266061,17.16359083,16.64066627,21.70661554,24.46279431,22.13900245,22.76947077,16.42897257,1.385933945,0.470858499
ENSG00000170775.3,GPR37,6.338003825,6.856490924,8.62E-06,0.000217341,3.663752755,3.287324654,4.111389625,9.670639024,10.31080693,10.09503255,10.02549284,3.687489011,2.71878582,1.442962504
ENSG00000049883.15,PTCD2,6.304506442,11.3172124,0.000280839,0.001814439,8.000368774,7.305177597,9.189331178,13.68985575,14.88693343,14.83160769,14.46946562,8.164959183,1.77214182,0.825494064
ENSG00000114923.17,SLC4A3,6.293852532,3.692068802,0.000522621,0.002813691,0.468300952,1.01275577,0.154370885,6.343899087,5.887106135,8.285979983,6.838995068,0.545142536,12.54533378,3.649078951
ENSG00000168778.13,TCTN2,6.283503454,6.353279848,0.000164552,0.001262702,2.747830245,3.565503237,3.321250882,10.51410101,8.660914205,9.310079509,9.495031575,3.211528121,2.956546297,1.563912869
ENSG00000120265.18,PCMT1,6.282384977,15.01646022,0.000206765,0.001478929,11.26981489,11.53065902,12.82532929,17.36694241,18.43418244,18.67183328,18.15765271,11.87526773,1.529031018,0.612617674
ENSG00000151665.13,PIGF,6.280369125,14.53897806,0.000664535,0.003349093,10.21289967,11.45230808,12.53117272,17.05781719,18.60701894,17.37265173,17.67916262,11.39879349,1.550967883,0.633168812
ENSG00000079150.18,FKBP7,6.280109133,13.78236028,1.34E-05,0.000278084,10.28987646,10.63202018,11.0050205,17.44452101,16.62257407,16.70014947,16.92241485,10.64230571,1.590107943,0.669124705
ENSG00000163558.13,PRKCI,6.271780501,18.3668259,0.001095266,0.00484189,15.59510577,14.52040888,15.5772923,22.52946612,19.81829966,22.16038266,21.50271615,15.23093565,1.411779069,0.497514337
ENSG00000176095.12,IP6K1,6.269643523,21.29206285,0.000147779,0.001177417,17.91479466,17.71016772,18.84676089,23.51152208,24.98173741,24.78739435,24.42688461,18.15724109,1.345297146,0.427924867
ENSG00000115355.17,CCDC88A,6.25263069,17.732072,0.001856784,0.007103693,14.43256979,13.11692392,16.26777625,20.06392921,20.73903621,21.77219661,20.85838734,14.60575665,1.428093582,0.514090522
ENSG00000167553.16,TUBA1C,6.251910739,4.541307438,9.04E-07,7.06E-05,1.193345249,1.505437007,1.547273951,7.770930788,7.413925566,7.81693207,7.667262808,1.415352069,5.417212421,2.437550663
ENSG00000135048.14,CEMIP2,6.24920586,14.29987275,4.24E-05,0.000530708,11.22079289,11.34365557,10.961361,17.05980003,18.2589591,16.9546679,17.42447568,11.17526982,1.559199551,0.64080558
ENSG00000105835.13,NAMPT,6.248628945,23.84848953,0.000526242,0.002824948,19.49464795,21.81507156,20.86280565,27.34607047,27.3567816,26.21555993,26.972804,20.72417505,1.301514001,0.380190832
ENSG00000128965.13,CHAC1,6.247064745,4.040250925,0.001806332,0.006948904,0.961856658,0.520031977,1.268267022,7.543634972,5.257258653,8.69045627,7.163783298,0.916718553,7.814593997,2.966170921
ENSG00000071282.12,LMCD1,6.244854173,4.85554518,2.37E-06,0.000111557,1.87508056,1.469967143,1.854306578,8.255331502,8.019610323,7.658974976,7.977972267,1.733118094,4.603247924,2.202652146
ENSG00000167785.9,ZNF558,6.234986278,10.81376599,0.002757709,0.009684227,7.773012169,7.133677136,8.182129252,11.82915513,14.42356912,15.54105315,13.93125913,7.696272852,1.810130618,0.856093805
ENSG00000178974.11,FBXO34,6.226985111,16.58006126,1.83E-05,0.000326567,12.9065066,13.60047201,13.8927275,19.29231096,19.85812152,19.93022897,19.69355382,13.4665687,1.462403248,0.54834118
ENSG00000185742.7,C11orf87,6.21535677,7.519422855,0.000352061,0.002137605,4.160533168,4.234184125,4.840516117,11.86551532,10.43382765,9.581960752,10.62710124,4.41174447,2.408820663,1.268326989
ENSG00000068078.20,FGFR3,6.209153142,4.588212106,7.58E-06,0.000202203,1.753814118,1.540836725,1.156255763,7.502611119,8.148008551,7.427746361,7.692788677,1.483635535,5.185093303,2.37436995
ENSG00000198959.12,TGM2,6.208356677,3.605075019,1.43E-05,0.00028748,0.697158339,0.518267313,0.28726439,6.21325337,7.287555232,6.626951471,6.709253358,0.500896681,13.39448556,3.743567268
ENSG00000036054.13,TBC1D23,6.193628207,15.13855913,0.001652788,0.006512715,11.58715457,10.66139196,13.87668856,18.83450973,17.98290892,17.88870107,18.23537324,12.04174503,1.5143464,0.598695253
ENSG00000171843.17,MLLT3,6.178876579,6.392059948,5.45E-06,0.000171407,2.925034968,3.294377791,3.688452218,9.269820213,9.413003576,9.761670924,9.481498238,3.302621659,2.87090052,1.52150334
ENSG00000142235.12,LMTK3,6.177145869,3.269653473,0.001549854,0.006232386,0.178731188,0.12884239,0.235668037,7.815819724,6.77316117,4.485698328,6.358226407,0.181080538,35.11269885,5.133920984
