Geneid,GeneSymbol,logFC,AveExpr,P.Value,adj.P.Val,DMSO1_S1,DMSO2_S2,DMSO3_S3,PAN_1_S7,PAN_2_S8,PAN_3_S9,AvgCase,AvgControl,FoldChange,log2FC_Actual
ENSG00000084710.14,EFR3B,1.089494759,0.635623878,0.000370367,0.002214463,0.072944494,0.141975927,0.057709075,1.352207963,1.068504363,1.120401447,1.180371258,0.090876498,12.98874051,3.699189638
ENSG00000109220.11,CHIC2,1.089113637,1.716300206,0.001772001,0.006853635,1.339628024,0.94324278,1.232359358,2.265653881,2.077421336,2.439495855,2.260857024,1.171743387,1.92948136,0.948213107
ENSG00000183977.14,PP2D1,1.088720389,2.899123,0.001511184,0.006112874,2.325878784,2.22919827,2.509211363,3.693499977,3.29373186,3.343217747,3.443483195,2.354762806,1.462348219,0.548286891
ENSG00000157404.16,KIT,1.087916588,1.116056665,0.000509258,0.002762493,0.70127782,0.579874784,0.43514251,1.676461798,1.533200962,1.770382117,1.660014959,0.572098371,2.90162504,1.5368611
ENSG00000173221.14,GLRX,1.079659448,0.854506945,0.001130078,0.004937271,0.35873638,0.20688254,0.378412743,1.193602795,1.620894829,1.368512384,1.39433667,0.314677221,4.431006045,2.147634295
ENSG00000158813.18,EDA,1.077332547,1.270965523,0.000137761,0.001128542,0.782484519,0.728350102,0.686063128,1.742706587,1.803334605,1.882854196,1.809631796,0.73229925,2.471164346,1.305190961
ENSG00000168461.13,RAB31,1.075980028,0.919257162,0.000483829,0.002660893,0.398503691,0.394996709,0.350301045,1.278564041,1.476279749,1.61689774,1.457247177,0.381267148,3.822115762,1.934371475
ENSG00000128849.11,CGNL1,1.075620722,1.197081848,0.000309503,0.001947921,0.713401836,0.697437007,0.566975618,1.672246242,1.869512597,1.662917787,1.734892209,0.659271487,2.63152926,1.395901436
ENSG00000187239.17,FNBP1,1.075463535,2.219546721,0.000558757,0.002953369,1.740529095,1.515108806,1.789806959,2.638022453,2.848000784,2.785812227,2.757278488,1.681814953,1.639466032,0.713226011
ENSG00000180998.12,GPR137C,1.074159517,1.016768723,0.000681387,0.00340565,0.482888804,0.478639201,0.477538888,1.34847026,1.737568643,1.575506542,1.553848481,0.479688965,3.239283361,1.695674675
ENSG00000170153.11,RNF150,1.072225046,4.8520342,0.000302253,0.001914809,4.295185754,4.398602029,4.253977249,5.345376589,5.298045585,5.521017997,5.388146723,4.315921677,1.248434779,0.320120453
ENSG00000068724.17,TTC7A,1.0712051,0.945128867,0.000225407,0.001569322,0.384295347,0.450170386,0.394113218,1.446085097,1.388636483,1.607472669,1.480731416,0.409526317,3.615717367,1.85428191
ENSG00000150457.9,LATS2,1.063379627,1.70182876,0.000384406,0.002271459,1.195719335,1.272087799,1.042609705,2.282565636,2.297963069,2.120027014,2.233518573,1.170138946,1.908763553,0.932638401
ENSG00000108370.17,RGS9,1.057907309,0.829746913,0.00026161,0.001737391,0.43067213,0.276503148,0.195204497,1.324199747,1.353516647,1.39838531,1.358700568,0.300793258,4.517057912,2.17538341
ENSG00000149557.14,FEZ1,1.057561886,0.563148347,0.000106849,0.000952512,0.045635629,0.01233655,0.045130032,1.122537239,1.122446217,1.030804414,1.09192929,0.034367404,31.77223672,4.989694752
ENSG00000092929.12,UNC13D,1.056489982,0.639937399,0.000565447,0.00297728,0.098555892,0.106569342,0.129951991,0.983757946,1.185097993,1.335691232,1.16818239,0.111692408,10.45892384,3.386662509
ENSG00000072786.13,STK10,1.055597542,1.280946013,0.000443411,0.002504774,0.747866488,0.694954671,0.816620566,1.966227321,1.788344236,1.671662795,1.808744784,0.753147242,2.4015819,1.263985009
ENSG00000154114.12,TBCEL,1.055089269,2.294736932,0.000935042,0.004286859,1.894570952,1.550304013,1.856701928,2.73809201,2.798711543,2.930041147,2.822281567,1.767192298,1.597042705,0.675402891
ENSG00000141738.14,GRB7,1.044667424,1.414716917,0.001932794,0.007328281,0.729429363,0.985922879,0.961797372,1.820241076,1.794092144,2.196818666,1.937050629,0.892383205,2.170648908,1.118126396
ENSG00000214944.9,ARHGEF28,1.043778066,1.896645977,0.000777791,0.00374259,1.324754752,1.473396494,1.326119588,2.328541404,2.30522326,2.621840367,2.41853501,1.374756944,1.759245531,0.814956848
ENSG00000173227.14,SYT12,1.043617192,0.551746933,0.000572517,0.003004048,0.038737388,0,0.051077623,1.159998028,1.185679611,0.874988948,1.073555529,0.029938337,35.85888967,5.164258913
ENSG00000145687.16,SSBP2,1.027979845,0.953596422,0.000198294,0.001434816,0.483936465,0.436070584,0.398812451,1.444843445,1.394172847,1.563742743,1.467586345,0.4396065,3.338409112,1.739160763
ENSG00000063015.20,SEZ6,1.027600282,0.834016816,0.000692696,0.003449144,0.265079782,0.214974802,0.480595442,1.464724453,1.23152865,1.347197768,1.347816957,0.320216675,4.209077978,2.073504238
ENSG00000070159.14,PTPN3,1.023046034,0.912830635,0.000211295,0.001500683,0.361440064,0.420891992,0.421590797,1.506552097,1.322090483,1.444418377,1.424353652,0.401307618,3.549281373,1.82752695
ENSG00000258947.8,TUBB3,1.022958535,0.554691858,0.00261698,0.009287076,0,0,0.129637772,1.261773329,0.752329754,1.184410294,1.066171126,0.043212591,24.67269632,4.624843482
ENSG00000111834.13,RSPH4A,1.021316579,0.510658289,0.000835818,0.003951527,0,0,0,0.885159942,1.24404059,0.934749204,1.021316579,0,Inf,Inf
ENSG00000080298.15,RFX3,1.019503343,1.917625267,0.000309606,0.001947989,1.459647519,1.344280667,1.419692601,2.310908321,2.438918468,2.532304028,2.427376939,1.407873596,1.72414409,0.785880348
ENSG00000225190.11,PLEKHM1,1.017965977,1.575147483,0.000557165,0.002946128,1.027468084,1.144677133,1.026348267,2.219892913,2.110207073,1.922291429,2.084130472,1.066164495,1.954792607,0.967015553
ENSG00000267385.1,AC011498.4,1.017400678,0.508700339,0.000296256,0.001890965,0,0,0,1.045967926,1.122581207,0.8836529,1.017400678,0,Inf,Inf
ENSG00000104435.14,STMN2,1.011780717,0.505890358,0.000851409,0.004003116,0,0,0,0.973345728,1.221007444,0.840988978,1.011780717,0,Inf,Inf
ENSG00000075043.19,KCNQ2,1.00910305,1.262552218,0.001673078,0.006569439,0.565566937,0.993772713,0.714662429,1.881778135,1.751703784,1.667829309,1.767103743,0.758000693,2.331269297,1.221115667
ENSG00000091129.21,NRCAM,1.007059293,1.070857675,0.000141032,0.001140973,0.563558785,0.555612094,0.582813206,1.504804356,1.612609813,1.605747794,1.574387321,0.567328028,2.775091732,1.472535461
ENSG00000168418.7,KCNG4,1.00572593,0.532057829,0.000284337,0.00183257,0,0.087584593,0,1.155009735,0.973979227,0.975773421,1.034920794,0.029194864,35.44872779,5.147661947
ENSG00000136541.15,ERMN,1.004759601,0.570148656,0.002523036,0.009018692,0,0.203306567,0,1.340538658,1.027662968,0.849383745,1.072528457,0.067768856,15.82627365,3.984249703
ENSG00000141627.14,DYM,1.0039368,2.780514355,0.000644554,0.003276472,2.14998653,2.311762843,2.373888493,3.323667501,3.140993106,3.382787658,3.282482755,2.278545955,1.440604148,0.526673964
ENSG00000118972.3,FGF23,1.002022917,0.550572562,0.000275736,0.00180062,0.14868331,0,0,1.060082938,0.975197221,1.119471901,1.05158402,0.049561103,21.21793,4.40721201
ENSG00000186868.17,MAPT,1.000096946,0.52897658,0.001155641,0.00501995,0.025525776,0.027601243,0.033657301,1.182959645,1.116138077,0.787977437,1.029025053,0.028928107,35.57180788,5.152662394
ENSG00000204131.9,NHSL2,-1.00339541,1.953600108,0.000721563,0.003545383,2.531723037,2.384338731,2.449831671,1.630384941,1.413532632,1.311789637,1.451902403,2.455297813,0.59133454,-0.757953547
ENSG00000214113.11,LYRM4,-1.003487446,2.616273942,0.000665178,0.003350736,2.985205735,3.134025491,3.234821767,2.244487524,2.08849397,2.010609163,2.114530219,3.118017665,0.678164926,-0.560291923
ENSG00000111249.14,CUX2,-1.012466991,0.980420513,0.000273157,0.001789382,1.451979765,1.406614261,1.601368001,0.415632657,0.519242151,0.487686245,0.474187018,1.486654009,0.318962593,-1.648540855
ENSG00000169758.13,TMEM266,-1.012972158,0.72597567,0.000204756,0.001469024,1.302305267,1.157120643,1.237959336,0.230330096,0.154500577,0.273638099,0.219489591,1.232461749,0.178090388,-2.489318444
ENSG00000174498.14,IGDCC3,-1.016426795,1.152005874,0.001234012,0.005267119,1.544101715,1.887431101,1.549124998,0.526524251,0.697189213,0.707663966,0.643792477,1.660219271,0.387775571,-1.366706174
ENSG00000153786.13,ZDHHC7,-1.017925423,15.67355412,0.001561883,0.006260542,16.08996887,16.06370023,16.39388139,14.99160036,15.29019243,15.21198143,15.16459141,16.18251683,0.937097212,-0.093729378
ENSG00000156273.16,BACH1,-1.023959136,3.229196745,0.001525244,0.006156811,3.715269664,3.547957318,3.960301957,2.832944514,2.7275103,2.591196719,2.717217178,3.741176313,0.72630022,-0.461362079
ENSG00000101452.15,DHX35,-1.031458072,2.96828815,0.001605329,0.006391128,3.749719141,3.386786753,3.315545665,2.358949815,2.507622408,2.491105119,2.452559114,3.484017186,0.703945757,-0.50646383
ENSG00000263956.6,NBPF11,-1.033593102,1.739127522,0.001498992,0.006072839,2.0720084,2.277209861,2.418553957,1.404647319,1.188202986,1.074142607,1.222330971,2.255924073,0.541831609,-0.884083535
ENSG00000181090.21,EHMT1,-1.033612229,3.408601761,0.001116926,0.004901048,3.911847369,4.141638042,3.722738216,2.881231312,2.833466072,2.960689557,2.891795647,3.925407876,0.736686668,-0.440876962
ENSG00000109265.14,CRACD,-1.039496483,1.472943899,0.000399431,0.002336119,2.083153411,1.889220276,2.005702734,0.96693543,0.834748933,1.057902608,0.953195657,1.99269214,0.47834567,-1.063874555
ENSG00000121440.15,PDZRN3,-1.041045292,1.981868015,0.000573128,0.00300502,2.598519355,2.596591664,2.312060964,1.506254887,1.478018272,1.399762948,1.461345369,2.502390661,0.583979709,-0.776009854
ENSG00000163092.21,XIRP2,-1.050525686,0.644892127,0.000140794,0.001139988,1.085546667,1.193706137,1.231212107,0.131181959,0.130734084,0.09697181,0.119629284,1.17015497,0.10223371,-3.290057109
ENSG00000135314.12,KHDC1,-1.073761157,1.682413212,0.000479869,0.002645776,2.176393613,2.166154748,2.315333009,1.234327585,0.973276541,1.228993774,1.145532633,2.21929379,0.516169891,-0.954082106
ENSG00000127152.18,BCL11B,-1.089987977,1.176970226,0.000344872,0.002106644,1.842010972,1.704678678,1.619202993,0.520594451,0.725618271,0.649715989,0.631976237,1.721964214,0.367008926,-1.446112943
ENSG00000276234.5,TADA2A,-1.099992719,2.504177631,0.002577523,0.009173193,3.00103503,2.915470324,3.246016615,1.671624469,2.178507229,2.012412116,1.954181271,3.05417399,0.639839537,-0.644217953
ENSG00000100478.15,AP4S1,-1.101711006,2.262146145,0.002302159,0.008413828,2.693323087,2.598411567,3.147270292,1.701810984,1.780624485,1.651436457,1.711290642,2.813001648,0.608350387,-0.717025593
ENSG00000128585.18,MKLN1,-1.102360637,3.976690931,0.000867732,0.004062719,4.449071971,4.380856081,4.753685696,3.320153753,3.443566506,3.512811579,3.425510613,4.527871249,0.756538873,-0.402513881
ENSG00000148459.16,PDSS1,-1.102727678,3.743772893,0.001631804,0.006458879,4.278310912,4.250062962,4.357036321,2.926354007,3.193930791,3.456942364,3.192409054,4.295136732,0.743261333,-0.428058538
ENSG00000101464.11,PIGU,-1.103662806,3.505205967,0.001645309,0.006493724,4.014693499,4.100691508,4.055727104,2.659828291,3.18683825,3.013457153,2.953374565,4.05703737,0.727963362,-0.458062252
ENSG00000159217.10,IGF2BP1,-1.106891954,1.537445899,0.001209715,0.005193045,2.150668994,1.822718231,2.299288403,1.036070917,0.953107953,0.962820897,0.983999922,2.090891876,0.470612533,-1.087388353
ENSG00000152061.23,RABGAP1L,-1.107758611,3.001914873,0.000176126,0.001321852,3.481343022,3.516980657,3.669058857,2.418036983,2.418714832,2.507354888,2.448035568,3.555794179,0.688463799,-0.538547299
ENSG00000163071.11,SPATA18,-1.108520982,1.336765737,0.001125295,0.004926048,1.93069784,1.686203347,2.056177496,0.900051808,0.608809205,0.838654726,0.782505246,1.891026228,0.413799256,-1.272997043
ENSG00000128908.17,INO80,-1.108827262,6.659193491,0.000914392,0.004221437,7.420197588,7.042423134,7.178200645,5.97280945,6.127688291,6.21384184,6.10477986,7.213607122,0.846286713,-0.240781579
ENSG00000137842.7,TMEM62,-1.109717687,1.526508238,0.001060897,0.004725712,2.318773248,1.850633307,2.074694688,1.023434288,0.935448049,0.956065845,0.971649394,2.081367081,0.466832306,-1.099023692
ENSG00000151812.15,SLC35F4,-1.111026248,0.654754424,0.000119404,0.001023492,1.208539461,1.130209047,1.292054135,0.098975035,0.124970107,0.073778759,0.0992413,1.210267548,0.081999472,-3.608241566
ENSG00000162496.9,DHRS3,-1.124466775,4.252822892,0.002434653,0.008781343,4.515502159,5.139633352,4.790033329,3.679388322,3.711362692,3.6810175,3.690589505,4.81505628,0.766468612,-0.383701382
ENSG00000051341.14,POLQ,-1.125411322,4.304483703,0.001599886,0.006374254,4.846963629,4.712149149,5.042455316,3.719994485,3.532299226,3.973040416,3.741778042,4.867189365,0.768775932,-0.379364924
ENSG00000090565.17,RAB11FIP3,-1.135156595,2.64194944,0.000719918,0.003541379,3.43789934,3.091536507,3.099147367,2.176025387,2.013285514,2.033802528,2.074371143,3.209527738,0.646316627,-0.629686988
ENSG00000130433.8,CACNG6,-1.13972104,0.9190565,0.002474101,0.008884271,1.299306893,1.668380289,1.499063879,0.347392657,0.088770925,0.611424358,0.34919598,1.48891702,0.234530182,-2.092154497
ENSG00000171320.15,ESCO2,-1.139928576,9.609869368,0.001614864,0.006421844,10.03043799,10.43757291,10.07149007,9.096476554,9.175526135,8.847712552,9.03990508,10.17983366,0.888020903,-0.171334458
ENSG00000119720.18,NRDE2,-1.140442908,10.60879824,0.002228394,0.008203713,11.18805379,11.32002785,11.02897742,9.724176675,10.16271313,10.22884054,10.03857678,11.17901969,0.897983639,-0.155238935
ENSG00000164136.17,IL15,-1.141759505,2.110956282,0.000529126,0.002836114,2.524714497,2.654162489,2.866631119,1.450058072,1.533270405,1.636901112,1.54007653,2.681836035,0.574262002,-0.800218992
ENSG00000144677.15,CTDSPL,-1.146393184,1.394972077,0.001176603,0.005088041,1.783142113,2.229396897,1.891966996,0.695267056,0.868020191,0.902039209,0.821775485,1.968168669,0.417533059,-1.260037664
ENSG00000250305.9,TRMT9B,-1.153492855,0.937520691,0.000254399,0.001707173,1.57129281,1.397954635,1.573553911,0.453792835,0.239167245,0.389362711,0.360774264,1.514267118,0.238250081,-2.06945139
ENSG00000143786.8,CNIH3,-1.156085229,0.74025807,0.000138584,0.001131784,1.205903082,1.394505796,1.354493176,0.119414629,0.207499262,0.159732477,0.162215456,1.318300685,0.123048905,-3.022696273
ENSG00000146263.11,MMS22L,-1.170440083,4.087623574,0.001135698,0.004957733,4.5401234,4.529624257,4.948783189,3.625461554,3.454266821,3.427482224,3.502403533,4.672843615,0.74952295,-0.415955441
ENSG00000112249.14,ASCC3,-1.179944162,3.767484656,0.000613061,0.00315348,4.269681498,4.295198612,4.507490103,3.001782956,3.181631925,3.349122844,3.177512575,4.357456738,0.72921265,-0.455588506
ENSG00000163873.10,GRIK3,-1.186992481,1.286429912,7.34E-05,0.000750447,1.857917683,1.91626025,1.865600523,0.743846974,0.710842682,0.624111358,0.692933671,1.879926152,0.368596219,-1.439886823
ENSG00000187123.15,LYPD6,-1.191142798,2.791861882,0.001102696,0.004864821,3.388210373,3.228156381,3.545933087,2.229902558,1.968461418,2.390507472,2.196290483,3.38743328,0.648364204,-0.625123653
ENSG00000131378.14,RFTN1,-1.191584674,5.284564167,0.001776851,0.006866123,5.955190351,5.720839476,5.965039685,4.920181404,4.386502322,4.759631763,4.68877183,5.880356504,0.797361831,-0.326693548
ENSG00000221955.11,SLC12A8,-1.192856454,0.883052144,0.000341617,0.00209159,1.62609162,1.446349294,1.366000198,0.411389902,0.172021827,0.27646002,0.286623916,1.479480371,0.193732828,-2.367859654
ENSG00000166025.18,AMOTL1,-1.196232263,3.433315897,0.000644441,0.003276472,4.131118947,3.838163185,4.125013953,2.688041398,2.827933379,2.989624517,2.835199765,4.031432028,0.703273612,-0.507842008
ENSG00000049618.24,ARID1B,-1.200294494,1.804400883,0.000202302,0.001454968,2.333285581,2.425309959,2.455048851,1.058646282,1.240961418,1.313153209,1.204253636,2.40454813,0.500823261,-0.997626524
ENSG00000081277.13,PKP1,-1.201201157,0.836585049,0.000237781,0.001633452,1.378851477,1.341867665,1.590837742,0.245773538,0.15072888,0.311450993,0.235984471,1.437185628,0.164199019,-2.606482585
ENSG00000088179.9,PTPN4,-1.202171436,2.375589922,0.000173745,0.00131016,2.876935933,2.930278418,3.122812571,1.796828753,1.800651632,1.726032228,1.774504204,2.976675641,0.596136233,-0.746286031
ENSG00000135083.16,CCNJL,-1.202590902,3.59887829,0.000222123,0.001553123,4.078208716,4.313937217,4.208375289,3.034104108,2.888064348,3.07058006,2.997582839,4.200173741,0.713680677,-0.486649383
ENSG00000087008.16,ACOX3,-1.205521369,3.193730723,0.000338109,0.002076715,3.854093811,3.844982678,3.690397731,2.551615446,2.457638828,2.763655841,2.590970038,3.796491407,0.682464349,-0.55117441
ENSG00000152253.9,SPC25,-1.212899573,1.904054461,0.000844067,0.003979198,2.392266421,2.610082758,2.529163563,1.1370928,1.554925141,1.200796081,1.297604674,2.510504247,0.516870137,-0.952126245
ENSG00000186867.11,QRFPR,-1.220282074,0.890800569,0.000250037,0.001685563,1.33577848,1.62053385,1.546512487,0.325204275,0.320532507,0.196241814,0.280659532,1.500941606,0.186988975,-2.418974888
ENSG00000160062.15,ZBTB8A,-1.232507973,1.475391127,0.000244726,0.001664587,2.131029832,1.943386433,2.200519076,0.768844216,0.841999195,0.966568011,0.859137141,2.091645114,0.410747089,-1.283677746
ENSG00000124370.11,MCEE,-1.235487778,2.705686652,0.000947965,0.004332036,3.489327344,3.41370281,3.067261468,2.013951301,1.997993581,2.251883407,2.087942763,3.323430541,0.628249256,-0.670591038
ENSG00000169762.17,TAPT1,-1.236591224,5.064522524,0.001468734,0.005987359,5.56445276,5.796087733,5.687913917,4.33132276,4.241197908,4.766160069,4.446226912,5.682818136,0.782398241,-0.354024969
ENSG00000146267.12,FAXC,-1.237938392,1.48388976,0.000386944,0.002281148,2.121327039,1.989528511,2.19772132,1.049465313,0.828187327,0.717109053,0.864920564,2.102858957,0.411306979,-1.281712544
ENSG00000157326.19,DHRS4,-1.240434903,2.471815816,0.002423044,0.008758868,2.856180942,3.088413247,3.331505612,1.723108696,1.68120003,2.150486367,1.851598364,3.092033267,0.598828733,-0.739784648
ENSG00000180357.9,ZNF609,-1.244373656,9.618843648,0.000887236,0.004127566,10.05746942,10.25238242,10.41323959,9.186378672,8.798756498,9.004835291,8.99665682,10.24103048,0.878491363,-0.186899993
ENSG00000132434.10,LANCL2,-1.246666236,2.339299768,0.001767093,0.006842152,2.94612106,3.077677591,2.864100006,1.388483772,1.992371982,1.767044195,1.71596665,2.962632886,0.579203268,-0.787858352
ENSG00000147394.18,ZNF185,-1.2606261,2.277405386,0.000804511,0.003841475,2.863698118,2.846316049,3.013141139,1.443669242,1.58103334,1.916574425,1.647092336,2.907718435,0.566455237,-0.81996614
ENSG00000058453.17,CROCC,-1.260782909,3.273316944,0.002849528,0.009932533,4.293440474,3.68228374,3.735400984,2.7942706,2.471037185,2.663468684,2.64292549,3.903708399,0.677029434,-0.562709537
ENSG00000144504.15,ANKMY1,-1.265219355,1.294671278,0.000185069,0.001370025,1.940049925,2.036093037,1.805699905,0.542438305,0.72771238,0.716034117,0.662061601,1.927280956,0.343521062,-1.541529539
ENSG00000184220.12,CMSS1,-1.268024879,4.745430329,0.001199723,0.005164812,5.087249442,5.531334698,5.519744166,3.975097776,4.083624519,4.275531374,4.11141789,5.379442769,0.764283229,-0.387820722
ENSG00000110987.9,BCL7A,-1.281850371,2.528292993,0.002115698,0.00787233,3.525897561,3.076061801,2.905695173,1.771154032,1.839565657,2.051383735,1.887367808,3.169218179,0.595531043,-0.747751382
ENSG00000117598.13,PLPPR5,-1.283814932,1.750585002,0.000560618,0.002958476,2.335792156,2.252227561,2.589457686,1.166822655,0.927018462,1.232191491,1.108677536,2.392492468,0.463398548,-1.109674571
ENSG00000196220.16,SRGAP3,-1.289114985,1.507087753,0.000132291,0.001098378,2.179021057,2.274113843,2.001800836,0.853206241,0.873722703,0.860661839,0.862530261,2.151645246,0.400870107,-1.318793254
ENSG00000159788.19,RGS12,-1.290267596,1.602048272,0.000100369,0.00091124,2.325308739,2.300654521,2.115582952,0.945002818,0.92779595,0.997944654,0.956914474,2.247182071,0.425828635,-1.231655126
ENSG00000116641.18,DOCK7,-1.296278043,2.310465391,0.000589104,0.00306525,3.14432404,2.682122644,3.049366553,1.685282304,1.64284364,1.658853165,1.662326369,2.958604412,0.561861654,-0.831713152
ENSG00000153107.13,ANAPC1,-1.303548598,4.250206793,0.000372854,0.002224307,4.853414594,4.821974284,5.030554398,3.469308273,3.5210475,3.80494171,3.598432494,4.901981092,0.734077188,-0.445996325
ENSG00000034053.14,APBA2,-1.304085783,0.966481299,4.56E-05,0.000555403,1.555624715,1.682110508,1.617837347,0.302016624,0.311364304,0.329934293,0.314438407,1.61852419,0.194274765,-2.363829576
ENSG00000149600.12,COMMD7,-1.304809701,2.653691518,0.000681368,0.00340565,3.518683945,3.306538038,3.093067121,2.090627398,1.831639282,2.081593321,2.001286667,3.306096368,0.605332224,-0.724200942
ENSG00000151065.14,DCP1B,-1.309297292,2.26137599,0.000784438,0.003767272,2.657313428,3.125980569,2.964779911,1.457394258,1.691828138,1.670959635,1.606727344,2.916024636,0.550999235,-0.859877779
ENSG00000144395.18,CCDC150,-1.309492715,2.192706596,3.89E-05,0.000504689,2.852334129,2.801157908,2.888866824,1.53261219,1.566543203,1.514725321,1.537960238,2.847452954,0.540117875,-0.888653801
ENSG00000064393.16,HIPK2,-1.315289751,3.245119935,0.000402538,0.002347383,3.984803936,3.967511754,3.755978743,2.520410138,2.44970001,2.792315032,2.58747506,3.902764811,0.662985136,-0.592951569
ENSG00000154743.19,TSEN2,-1.332974436,3.519809453,0.002514911,0.009000286,3.85624058,4.169786416,4.532863016,3.069124645,2.744938893,2.745903165,2.853322234,4.186296671,0.681586246,-0.553031871
ENSG00000176894.10,PXMP2,-1.334217141,1.25663197,0.002169349,0.008024013,1.76676688,1.8042859,2.200168841,0.559853446,0.321889628,0.886827123,0.589523399,1.92374054,0.306446419,-1.706293251
ENSG00000124782.20,RREB1,-1.336890951,5.911549193,0.00112388,0.004922381,6.552721765,6.855299643,6.331962598,5.430945626,5.133120438,5.165245088,5.243103718,6.579994669,0.796824919,-0.32766533
ENSG00000198648.11,STK39,-1.363505332,2.387256829,0.000157303,0.001223921,3.199434127,2.893463477,3.114130882,1.675596609,1.767804617,1.673111264,1.705504164,3.069009495,0.555718112,-0.847574832
ENSG00000074054.20,CLASP1,-1.371557662,4.001567744,0.000206077,0.001475503,4.700890387,4.780970469,4.58017887,3.476645965,3.162319483,3.308401293,3.315788914,4.687346575,0.707391455,-0.499419303
ENSG00000120162.10,MOB3B,-1.375689606,1.434036832,0.000109212,0.000969495,2.161784663,2.057771765,2.146088478,0.868846683,0.76642725,0.603302156,0.74619203,2.121881635,0.351665247,-1.507725325
ENSG00000151617.17,EDNRA,-1.376394774,0.979061171,0.000136994,0.001125946,1.680094933,1.52833596,1.793344779,0.38027773,0.291522619,0.200791003,0.290863784,1.667258558,0.174456315,-2.519062274
ENSG00000155657.28,TTN,-1.377512225,0.843731615,0.000268689,0.001769968,1.350246825,1.496382998,1.750833358,0.127827332,0.202110579,0.134988595,0.154975502,1.532487727,0.101126749,-3.305763437
ENSG00000164342.13,TLR3,-1.383330818,0.890975262,0.000245908,0.001669211,1.715088189,1.366502972,1.666330851,0.128718353,0.197352138,0.271859068,0.199309853,1.58264067,0.125935,-2.9892488
ENSG00000144771.8,LRTM1,-1.388480443,0.797821776,0.000545374,0.00290044,1.363201183,1.776408714,1.336576095,0,0.152839048,0.157905615,0.103581554,1.492061997,0.06942175,-3.848468465
ENSG00000110660.15,SLC35F2,-1.399283124,3.455487853,0.000703731,0.003484425,3.967726143,4.249988728,4.247673374,2.695890286,2.556158853,3.015489735,2.755846291,4.155129415,0.663239581,-0.592397989
ENSG00000128805.15,ARHGAP22,-1.412111246,1.156629099,5.62E-05,0.000635158,1.98210277,1.77434228,1.831609117,0.451760826,0.435122365,0.464837237,0.450573476,1.862684722,0.241894654,-2.04754921
ENSG00000117114.20,ADGRL2,-1.414552351,2.189425883,0.000199573,0.001443086,2.744725227,2.841430052,3.103950896,1.511612869,1.417229127,1.517607126,1.482149707,2.896702059,0.511667986,-0.966720126
ENSG00000135540.11,NHSL1,-1.42036392,1.065243802,0.000214733,0.001515951,1.691811603,1.986368794,1.648096889,0.378071653,0.420945649,0.266168225,0.355061842,1.775425762,0.199986871,-2.322022807
ENSG00000116667.15,C1orf21,-1.420710344,2.547765141,0.00060883,0.003139345,3.281593411,3.021876377,3.470891151,1.871769569,1.982640283,1.657820054,1.837409969,3.258120313,0.563947857,-0.826366318
ENSG00000133392.18,MYH11,-1.42705416,1.119482437,0.000382889,0.002267559,1.753341173,1.667914692,2.077772687,0.316480503,0.533753831,0.367631738,0.405955357,1.833009518,0.221469312,-2.174821288
ENSG00000196628.20,TCF4,-1.430648338,2.034222079,0.000370917,0.002216498,2.64306139,2.578427021,3.027150331,1.325993337,1.311765041,1.318935351,1.318897909,2.749546248,0.479678387,-1.059860657
ENSG00000173950.16,XXYLT1,-1.434893877,2.927725514,0.000132924,0.001102772,3.65333997,3.486172097,3.796005291,2.184637413,2.291282775,2.154915538,2.210278575,3.645172452,0.606357752,-0.721758857
ENSG00000089094.19,KDM2B,-1.435460521,4.144494398,0.001593047,0.00635538,4.889702861,5.117112877,4.579858237,3.718680072,3.243964724,3.317647615,3.426764137,4.862224658,0.704772893,-0.504769659
ENSG00000138308.6,PLA2G12B,-1.443810224,1.996314542,0.001351966,0.005632392,2.726308202,2.39523434,3.03311642,1.457853345,1.210730013,1.154644932,1.27440943,2.718219654,0.468839753,-1.092833195
ENSG00000144649.9,GASK1A,-1.446241093,1.168904096,0.000710894,0.003510501,1.708936886,1.825074855,2.142062185,0.240679229,0.461264451,0.635406968,0.445783549,1.892024642,0.235611915,-2.085515596
ENSG00000175643.10,RMI2,-1.450738768,1.472511714,3.48E-05,0.000474539,2.146942674,2.195642874,2.251057745,0.700815304,0.820010358,0.720601326,0.747142329,2.197881098,0.339937556,-1.556658335
ENSG00000145349.17,CAMK2D,-1.451987052,1.684631752,0.000181928,0.001354988,2.460899692,2.22145331,2.549522832,0.845955023,1.020807386,1.009152269,0.958638226,2.410625278,0.397672021,-1.330349033
ENSG00000128731.18,HERC2,-1.452975067,4.764649683,0.000220544,0.001546589,5.564792223,5.597449432,5.311169995,4.198261814,3.969957345,3.946267291,4.03816215,5.491137216,0.735396329,-0.44340612
ENSG00000179988.15,PSTK,-1.453116685,2.259026997,0.000815256,0.003878787,2.969495219,3.168128413,2.819132388,1.467919822,1.817814828,1.311671313,1.532468654,2.98558534,0.513289181,-0.962156242
ENSG00000071051.14,NCK2,-1.454552174,2.076466085,0.000821365,0.003905221,3.121408807,2.757036763,2.532780946,1.271716269,1.312369981,1.463483743,1.349189998,2.803742172,0.481210438,-1.055260159
ENSG00000167716.19,WDR81,-1.456820976,2.947811984,0.001395341,0.005768826,3.713062094,3.847676015,3.467929308,2.426728974,2.367707176,1.863768339,2.219401497,3.676222472,0.603717951,-0.728053397
