Geneid,GeneSymbol,logFC,AveExpr,P.Value,adj.P.Val,DMSO1_S1,DMSO2_S2,DMSO3_S3,JOI_Plus_PAN_1_S10,JOI_Plus_PAN_2_S11,JOI_Plus_PAN_3_S12,AvgCase,AvgControl,FoldChange,log2FC_Actual
ENSG00000013561.18,RNF14,-3.480768158,12.85580962,0.002421305,0.006767508,14.90597975,13.8071459,15.07545543,11.62447688,10.18650586,11.53529387,11.11542554,14.5961937,0.761529051,-0.39302902
ENSG00000152804.11,HHEX,-3.483218655,7.989885482,0.000840354,0.002912419,9.899284104,9.406705251,9.888495072,5.469469076,6.262236371,7.013123015,6.248276154,9.731494809,0.64206746,-0.63920321
ENSG00000115306.16,SPTBN1,-3.48737833,16.17460849,0.001603401,0.004858734,18.09943017,17.9658998,17.68956299,13.75984825,14.03079001,15.50211972,14.43091932,17.91829765,0.805373345,-0.312270369
ENSG00000145901.16,TNIP1,-3.491243501,7.180123783,0.002050721,0.005930593,9.634808392,9.28641957,7.856008639,5.64363347,5.677283351,4.982589277,5.434502033,8.925745534,0.608856931,-0.715824831
ENSG00000012983.11,MAP4K5,-3.498309657,4.930461489,0.000307543,0.001346981,6.621516434,6.344218027,7.073114494,3.172874447,2.649584673,3.721460862,3.181306661,6.679616318,0.476270868,-1.070145789
ENSG00000166199.13,ALKBH3,-3.503104382,3.956640238,0.002979032,0.008030566,6.231497455,4.445322,6.447757831,1.946236968,2.288557746,2.380469427,2.205088047,5.708192429,0.386302332,-1.372197708
ENSG00000151692.15,RNF144A,-3.505750626,3.272132517,3.95E-06,6.98E-05,4.787999723,5.152826679,5.134197088,1.582252,1.512283908,1.463235704,1.519257204,5.02500783,0.302339271,-1.725759712
ENSG00000164077.14,MON1A,-3.508896285,6.051900256,0.00176852,0.005257387,7.346392335,7.462280364,8.610372495,3.968767555,3.821105215,5.102483568,4.297452113,7.806348398,0.550507343,-0.861166288
ENSG00000112186.12,CAP2,-3.511998927,3.159603194,3.41E-06,6.40E-05,5.072829885,4.698469891,4.975508196,1.478360677,1.374366088,1.358084426,1.40360373,4.915602658,0.285540518,-1.808232616
ENSG00000172426.16,RSPH9,-3.513207281,6.045187642,1.87E-05,0.000189402,7.620406644,8.106027925,7.678939278,4.292516318,4.483577982,4.089657702,4.288584001,7.801791282,0.549692224,-0.863304024
ENSG00000117569.19,PTBP2,-3.51594718,3.016873171,2.18E-06,5.01E-05,4.70134604,4.703692649,4.919501595,1.301547241,1.11764913,1.357502372,1.258899581,4.774846761,0.263652352,-1.923291226
ENSG00000075131.10,TIPIN,-3.518296179,5.808986006,0.00032319,0.001397666,6.992438779,7.560984753,8.150978754,4.393454858,3.760942233,3.995116658,4.049837916,7.568134095,0.535117093,-0.902073482
ENSG00000103404.14,USP31,-3.524354417,5.277486599,3.92E-05,0.000306515,6.861037995,6.851448675,7.406504754,3.260305293,3.54351898,3.7421039,3.515309391,7.039663808,0.499357567,-1.001854862
ENSG00000164764.11,SBSPON,-3.524783997,1.948172998,0.000187417,0.000925155,3.355554532,4.372675424,3.403465032,0.278889709,0.199570705,0.078882583,0.185780999,3.710564996,0.050068116,-4.319964016
ENSG00000143190.23,POU2F1,-3.525785144,7.327639488,1.26E-05,0.000146324,9.073622402,8.818621019,9.379352759,5.630230371,5.444820463,5.619189914,5.564746916,9.09053206,0.612147549,-0.708048661
ENSG00000103043.15,VAC14,-3.532588418,5.763293318,3.59E-05,0.000290258,7.53859237,7.664401227,7.385768984,3.577722716,4.158990884,4.254283729,3.99699911,7.529587527,0.530839053,-0.913653584
ENSG00000138083.5,SIX3,-3.535121028,3.484374806,0.002287017,0.006473665,5.861933056,4.225706068,5.668166836,1.900087716,2.175494228,1.074860932,1.716814292,5.25193532,0.326891743,-1.613115158
ENSG00000185033.14,SEMA4B,-3.546314763,8.450382882,3.73E-05,0.000297524,10.21066207,10.15867667,10.30128205,6.731563291,6.262151758,7.037961453,6.677225501,10.22354026,0.65312263,-0.614574199
ENSG00000155666.12,KDM8,-3.548197076,4.234555349,0.001035748,0.00343282,5.985307256,5.258471315,6.782183088,2.728235032,1.952297884,2.700837516,2.460456811,6.008653887,0.409485528,-1.288115629
ENSG00000028310.18,BRD9,-3.55067653,11.86637369,0.002570484,0.00710845,13.37746874,13.98734454,13.56032258,8.936035071,10.34307772,10.99399347,10.09103542,13.64171195,0.739719139,-0.434950491
ENSG00000196458.11,ZNF605,-3.556321015,10.04588313,0.00140403,0.004379217,11.14519542,11.46826447,12.85867101,8.576295237,8.130695711,8.096176914,8.267722621,11.82404364,0.699229712,-0.516161606
ENSG00000151131.11,C12orf45,-3.560018135,4.362689246,4.79E-05,0.000350613,5.849215148,6.198731227,6.380148567,2.314841393,2.947853843,2.485345301,2.582680179,6.142698314,0.420447179,-1.250003529
ENSG00000149177.13,PTPRJ,-3.560858349,6.435130906,4.87E-06,7.99E-05,8.328690743,7.986900701,8.331088798,4.527317165,4.771341172,4.665446857,4.654701731,8.21556008,0.566571443,-0.819670207
ENSG00000150433.9,TMEM218,-3.56357422,9.410503216,0.00038711,0.001602638,10.88470466,11.89106302,10.8011033,7.365508563,7.49608498,8.024554775,7.628716106,11.19229033,0.681604558,-0.552993111
ENSG00000156509.14,FBXO43,-3.570829015,3.69298275,0.003065046,0.00822995,6.027285303,6.072990745,4.334915725,2.497608683,1.90641489,1.318681155,1.907568243,5.478397258,0.348198233,-1.522019215
ENSG00000078177.14,N4BP2,-3.572552048,4.370209699,0.00060019,0.002242421,5.978725052,5.517883752,6.972848364,2.558905839,2.367281755,2.825613431,2.583933675,6.156485723,0.419709196,-1.25253802
ENSG00000128641.19,MYO1B,-3.575041529,7.027947053,0.000968691,0.003256969,8.728182646,8.033965231,9.684255574,5.183710904,4.99863878,5.538929182,5.240426288,8.815467817,0.594458104,-0.750352958
ENSG00000185721.13,DRG1,-3.575285167,6.566109356,0.000384183,0.001593324,8.536862312,8.808190197,7.71620331,4.530927089,4.552804973,5.251668255,4.778466772,8.35375194,0.572014444,-0.805876517
ENSG00000215788.11,TNFRSF25,-3.57734253,5.756552159,0.003413257,0.008986009,7.921041266,7.194676175,7.519952831,2.695903675,4.850464171,4.357274836,3.967880894,7.545223424,0.525879841,-0.927194901
ENSG00000101290.14,CDS2,-3.577432767,14.31577984,0.000740011,0.002642968,16.18574522,16.74762364,15.38011981,12.59966417,12.04948499,12.93204121,12.52706346,16.10449622,0.777861243,-0.362415268
ENSG00000143147.14,GPR161,-3.578237178,2.57483903,3.25E-05,0.000271436,4.671595063,4.352495425,4.06778237,0.607129103,1.063138298,0.686893924,0.785720441,4.363957619,0.180047679,-2.473549091
ENSG00000101574.15,METTL4,-3.582098351,7.155722307,0.000269111,0.00121588,8.442149522,8.856885947,9.541278978,5.252986358,5.105225935,5.735807102,5.364673132,8.946771482,0.599621119,-0.737876897
ENSG00000165449.12,SLC16A9,-3.583992995,1.95947226,1.62E-06,4.34E-05,3.906855042,3.596254878,3.751296354,0.17047268,0.111532395,0.220422214,0.167475763,3.751468758,0.044642718,-4.485431314
ENSG00000125818.18,PSMF1,-3.585335728,15.19555438,0.001916053,0.005621765,17.84538558,16.65402817,16.46525297,12.67155418,13.44740507,14.08970029,13.40288651,16.98822224,0.788951682,-0.341991147
ENSG00000136830.12,NIBAN2,-3.590638585,6.187503681,4.08E-05,0.000315442,8.231533264,8.07342743,7.643508227,4.255919408,4.711439177,4.209194581,4.392184389,7.982822974,0.550204408,-0.861960397
ENSG00000149926.13,TLCD3B,-3.59851865,2.924565465,2.55E-05,0.000229829,4.36633806,4.915387711,4.889748601,1.30867277,0.915662717,1.151582933,1.12530614,4.723824791,0.23821928,-2.069637915
ENSG00000176974.20,SHMT1,-3.611396653,3.792937656,0.000246442,0.001137989,5.883276639,5.740990484,5.171640825,1.395370264,2.329863896,2.23648383,1.98723933,5.598635983,0.354950623,-1.494309749
ENSG00000185619.18,PCGF3,-3.615012828,7.716009059,0.000170662,0.000863178,9.395099771,9.077652489,10.09779416,6.077862138,5.603675264,6.043970534,5.908502645,9.523515473,0.620411933,-0.688701659
ENSG00000079739.17,PGM1,-3.629170745,6.60028457,0.001786272,0.005298409,8.125576809,9.504629936,7.614403084,5.062659838,4.445139979,4.849297776,4.785699198,8.414869943,0.56871933,-0.814211254
ENSG00000163053.11,SLC16A14,-3.631353088,1.88205496,1.69E-05,0.000177854,4.067090917,3.583376879,3.442726717,0.061032748,0,0.138102501,0.066378416,3.697731504,0.017951119,-5.79978245
ENSG00000100934.15,SEC23A,-3.63442817,4.848972208,0.000286854,0.001278583,6.415586882,6.224500701,7.358471295,3.231491167,2.721396955,3.142386247,3.031758123,6.666186293,0.454796489,-1.136706977
ENSG00000075240.17,GRAMD4,-3.64138221,4.389698663,1.19E-05,0.00014045,6.483623275,6.245660265,5.901885763,2.540325311,2.496297819,2.670399543,2.569007558,6.210389767,0.413662854,-1.273472681
ENSG00000004660.15,CAMKK1,-3.643298792,3.979228577,0.000178012,0.000892673,6.371378897,5.821299046,5.209955977,2.101240826,2.06211711,2.309379606,2.157579181,5.800877973,0.371940108,-1.426857765
ENSG00000138375.13,SMARCAL1,-3.643729802,5.55944042,5.32E-05,0.000375708,7.808774187,7.16276321,7.172378567,3.790828314,3.465500095,3.95639815,3.737575519,7.381305321,0.506356987,-0.981773237
ENSG00000133119.13,RFC3,-3.645851752,6.35806162,3.62E-05,0.000291952,7.774644165,8.518714949,8.249603375,4.711159302,4.465667431,4.428580499,4.535135744,8.180987496,0.554350651,-0.851129262
ENSG00000169118.18,CSNK1G1,-3.657667056,3.749801921,8.51E-06,0.000114084,5.571689236,5.31763513,5.846581982,1.872789696,1.857509817,2.032605666,1.920968393,5.578635449,0.344343776,-1.538078496
ENSG00000113597.18,TRAPPC13,-3.661386981,5.676627648,0.001257152,0.004013332,7.745675599,6.58392268,8.192365138,3.625052141,4.381064413,3.53168592,3.845934158,7.507321139,0.512291147,-0.964964134
ENSG00000132464.13,ENAM,-3.663600922,2.038749954,0.002400591,0.006723147,3.872509064,2.757541391,4.981600791,0.229616263,0.131448894,0.259783324,0.206949494,3.870550415,0.053467717,-4.225188118
ENSG00000170522.10,ELOVL6,-3.668728821,3.457480648,2.23E-05,0.000210582,5.31195397,4.925030469,5.638550736,1.55667456,1.689315514,1.623358638,1.623116237,5.291845058,0.306720287,-1.705004501
ENSG00000106976.21,DNM1,-3.674221237,12.70262249,0.002334314,0.006577334,15.62924051,14.28662621,13.70333261,10.60870357,10.53931407,11.44851798,10.86551187,14.53973311,0.74729789,-0.420244646
ENSG00000141030.13,COPS3,-3.675757592,16.45081538,0.001636761,0.004938508,17.54193643,18.22230581,19.10184029,14.31493893,15.36115608,14.16271474,14.61293658,18.28869418,0.79901476,-0.323705941
ENSG00000183530.14,PRR14L,-3.675924688,16.33389882,0.00316088,0.008427422,17.2892579,17.9952109,19.2311147,14.52544216,13.8000416,15.16232567,14.49593648,18.17186117,0.797713363,-0.32605765
ENSG00000100888.15,CHD8,-3.67873905,18.05917882,0.000344394,0.001464291,20.63305454,19.31684964,19.74574087,16.15421451,16.04968697,16.45552641,16.2198093,19.89854835,0.815125255,-0.294906329
ENSG00000073792.16,IGF2BP2,-3.682339129,3.448277958,7.79E-06,0.000107566,5.200882726,5.146653679,5.520806163,1.654624163,1.397975057,1.768725961,1.607108394,5.289447523,0.30383294,-1.718649805
ENSG00000184898.7,RBM43,-3.683424168,2.968365351,0.001065205,0.003508481,5.641893053,4.907026818,3.881312435,1.341756138,1.194850051,0.843353611,1.126653267,4.810077435,0.234227678,-2.094016532
ENSG00000278540.5,ACACA,-3.68973957,3.289593672,7.89E-07,2.91E-05,5.09395963,5.117982656,5.191448084,1.509260433,1.30709117,1.517820058,1.444723887,5.134463457,0.281377772,-1.829419731
ENSG00000125846.15,ZNF133,-3.69205996,4.857038417,0.00057841,0.002180184,6.125965703,7.395795028,6.587444459,2.530285019,3.476441898,3.026298393,3.011008437,6.703068397,0.449198525,-1.154574904
ENSG00000118503.15,TNFAIP3,-3.692454617,4.008308802,0.000658824,0.00240909,4.985744168,6.423472196,6.154391968,1.934137987,2.509743869,2.042362626,2.162081494,5.854536111,0.369300223,-1.437133959
ENSG00000152620.13,NADK2,-3.69590805,6.007683349,0.001321029,0.004178816,7.698414911,6.98651884,8.881978369,4.302833923,3.969901549,4.2064525,4.159729324,7.855637374,0.529521556,-0.91723868
ENSG00000064932.16,SBNO2,-3.696561321,3.810301434,2.68E-05,0.000237403,5.689854459,6.013919449,5.271972374,2.056156573,1.961820288,1.868085458,1.962020773,5.658582094,0.346733641,-1.528100277
ENSG00000181827.15,RFX7,-3.704076024,4.864639455,2.05E-05,0.000199734,6.482501104,6.646818231,7.020713067,2.749325288,3.177946495,3.110532548,3.012601443,6.716677467,0.448525548,-1.156737931
ENSG00000133256.13,PDE6B,-3.709241989,4.012477824,0.000170176,0.000861574,5.779469234,5.595859247,6.225967976,2.709022428,2.05026256,1.714285501,2.15785683,5.867098819,0.367789413,-1.443048144
ENSG00000138821.13,SLC39A8,-3.710354051,3.04519098,9.48E-05,0.000564953,4.529609504,4.723712766,5.447781746,1.025148869,1.411123398,1.133769595,1.190013954,4.900368005,0.242841752,-2.041911605
ENSG00000049167.15,ERCC8,-3.718100516,3.799941077,0.000409727,0.001674985,4.887429558,5.731093699,6.358450747,2.006668571,1.874295364,1.941708521,1.940890819,5.658991334,0.342974694,-1.543825964
ENSG00000183814.16,LIN9,-3.718118881,5.04316473,0.002420157,0.00676698,6.681764219,5.95832017,8.066588122,2.953401671,2.988986636,3.609927561,3.184105289,6.90222417,0.461315833,-1.116173288
ENSG00000182606.17,TRAK1,-3.719596436,5.936628525,1.36E-05,0.000153634,7.842812725,7.92326114,7.623206362,4.345701797,3.776514334,4.108274789,4.076830307,7.796426743,0.522910102,-0.935365152
ENSG00000241258.7,CRCP,-3.719817154,8.644207912,0.002576687,0.007120953,10.55475528,10.02676043,10.93083375,7.999005575,6.0659627,6.28792973,6.784299335,10.50411649,0.645870535,-0.63068309
ENSG00000013364.19,MVP,-3.72326259,7.231298042,0.000865489,0.002979533,8.524674694,8.817030631,9.937082686,5.856759558,4.900291699,5.351948984,5.369666747,9.092929337,0.59053211,-0.759912587
ENSG00000115760.14,BIRC6,-3.725925269,6.75368603,5.10E-05,0.000365276,8.50392769,8.377377724,8.96864058,4.851292417,4.583335978,5.237541791,4.890723396,8.616648665,0.567589974,-0.817078988
ENSG00000039560.14,RAI14,-3.732784023,3.422606731,0.000295477,0.001307659,5.13442178,4.703397706,6.029176743,1.507265316,1.456088515,1.705290328,1.55621472,5.288998743,0.294236167,-1.764953501
ENSG00000172878.14,METAP1D,-3.734414373,2.287959976,2.00E-06,4.78E-05,4.368403172,4.029604782,4.067493533,0.402646849,0.461008136,0.398603384,0.420752789,4.155167163,0.101260135,-3.303861776
ENSG00000005889.16,ZFX,-3.736880411,4.23892843,0.000177764,0.000891644,5.524313162,6.386401681,6.411391063,2.042333002,2.338357129,2.730774543,2.370488225,6.107368635,0.388135769,-1.365366701
ENSG00000119574.13,ZBTB45,-3.742962271,5.419466001,0.002642321,0.007269421,7.602976289,8.148410597,6.121454525,3.84385604,3.839170483,2.960928074,3.547984866,7.290947137,0.486628801,-1.039106386
ENSG00000132819.17,RBM38,-3.744279915,15.73004232,0.001383549,0.004328035,17.42240489,17.80954423,17.57459771,12.72957082,14.44215026,14.40198601,13.85790236,17.60218228,0.787283198,-0.345045405
ENSG00000140479.18,PCSK6,-3.745977679,2.314683574,8.61E-07,3.07E-05,4.236452768,4.031831099,4.294733373,0.432065575,0.434116533,0.458902095,0.441694734,4.187672413,0.105474997,-3.245027051
ENSG00000173226.17,IQCB1,-3.746548856,3.925160086,2.30E-05,0.00021523,5.595066831,5.76728432,6.032952389,2.288168829,1.710163809,2.157324335,2.051885658,5.798434514,0.353868903,-1.498713109
ENSG00000125952.20,MAX,-3.747627483,9.052719258,1.77E-05,0.000182948,10.93435564,11.23032982,10.61491354,7.097129399,7.066997953,7.372589197,7.178905516,10.926533,0.657015864,-0.60599989
ENSG00000177425.11,PAWR,-3.752012271,7.864546823,0.000930794,0.003157126,9.496972398,9.027306949,10.69737953,6.174597032,5.655654773,6.135370256,5.988540687,9.740552958,0.614805003,-0.701799191
ENSG00000171320.15,ESCO2,-3.752978186,8.303344564,0.001507665,0.004633367,10.03043799,10.43757291,10.07149007,7.550014323,6.074404162,5.656147926,6.426855471,10.17983366,0.631332072,-0.663529053
ENSG00000167685.15,ZNF444,-3.753720841,6.835057929,0.00120896,0.003883492,9.113774556,8.745322351,8.276658143,5.942516778,4.283905271,4.648170478,4.958197509,8.71191835,0.569128097,-0.813174691
ENSG00000188783.6,PRELP,-3.754393988,2.39136946,0.001713983,0.005127758,3.405227466,5.344986803,4.055485093,0.934644678,0.305747404,0.302125315,0.514172466,4.268566454,0.120455537,-3.05342738
ENSG00000118276.11,B4GALT6,-3.757953068,7.228432317,0.000218438,0.001038572,9.641323517,8.828064156,8.852838881,5.353651771,4.896230463,5.798485115,5.349455783,9.107408851,0.587374068,-0.767648522
ENSG00000108443.14,RPS6KB1,-3.759333918,15.65073793,0.000433639,0.0017521,16.7426158,17.68664651,18.16195236,13.96430211,13.50953213,13.83937867,13.77107097,17.53040489,0.785553503,-0.348218556
ENSG00000066926.12,FECH,-3.766968345,7.486295024,0.003073595,0.008246631,8.594159473,10.47091746,9.044260658,5.149643532,5.222219257,6.436569765,5.602810852,9.369779197,0.597966156,-0.741864262
ENSG00000198836.11,OPA1,-3.767004189,11.23733059,0.001024024,0.003405158,13.16711538,12.49108184,13.70430082,9.718007956,8.537943965,9.805533561,9.353828494,13.12083268,0.712899,-0.488230398
ENSG00000059588.10,TARBP1,-3.767275298,9.430795762,0.001816666,0.0053726,10.76750292,10.82336121,12.3524361,7.725330174,6.897532614,8.01861155,7.547158113,11.31443341,0.667038095,-0.584158937
ENSG00000030304.14,MUSK,-3.768727172,1.917931627,3.24E-05,0.0002711,3.656510862,3.484720013,4.265654765,0.01506638,0.034500326,0.051137418,0.033568041,3.802295214,0.008828363,-6.823638387
ENSG00000106603.19,COA1,-3.770694865,6.231998574,0.001065139,0.003508481,7.210680728,8.710679286,8.430678006,3.766110427,4.625584905,4.648258093,4.346651142,8.117346007,0.535476883,-0.9011038
ENSG00000134686.18,PHC2,-3.772611611,14.24927925,0.001997655,0.005806974,16.11919732,16.77663917,15.51091867,12.0960578,13.36259309,11.63026943,12.36297344,16.13558505,0.76619307,-0.384220119
ENSG00000165525.18,NEMF,-3.777356224,11.62237586,0.000667581,0.002433828,12.89179448,13.44401644,14.19735099,10.300144,9.239599755,9.661349479,9.733697745,13.51105397,0.720424755,-0.473080339
ENSG00000138081.21,FBXO11,-3.77805438,11.02730811,0.000396256,0.001631569,13.24738943,12.16559656,13.3360199,9.052142539,8.822751066,9.539949149,9.138280918,12.9163353,0.707497963,-0.4992021
ENSG00000137996.13,RTCA,-3.780602163,7.922418187,0.000518588,0.00200842,10.67601486,9.179619975,9.582522974,6.175785967,5.817853576,6.102711774,6.032117106,9.812719268,0.614724312,-0.70198855
ENSG00000165795.23,NDRG2,-3.788192249,3.91714179,0.000386106,0.001600358,6.438484668,5.460383816,5.53484526,1.611264551,2.591515786,1.86635666,2.023045666,5.811237914,0.348126457,-1.522316634
ENSG00000108219.15,TSPAN14,-3.793239393,5.460582829,8.06E-05,0.000504426,7.678170398,7.577467682,6.815969495,3.628043979,3.732496651,3.331348767,3.563963132,7.357202525,0.484418245,-1.045674893
ENSG00000116171.19,SCP2,-3.793410512,5.498058928,1.18E-05,0.000139638,7.288277247,7.747303263,7.148712044,3.570328698,3.552970951,3.680761368,3.601353672,7.394764185,0.487013998,-1.037964854
ENSG00000154328.16,NEIL2,-3.793687984,3.329392603,0.000158608,0.000815852,5.690337907,4.901551755,5.086820123,1.758495931,1.610703639,0.928446262,1.43254861,5.226236595,0.27410711,-1.867188343
ENSG00000112787.14,FBRSL1,-3.797242812,7.817413904,0.000842472,0.002917433,9.928310215,10.48455654,8.735239175,5.947236009,5.989160313,5.819981173,5.918792498,9.716035311,0.609177747,-0.715064854
ENSG00000168517.10,HEXIM2,-3.798174035,8.115711156,0.000611138,0.002272793,10.60390074,10.27994269,9.160551088,6.000196704,6.615449475,6.034226237,6.216624139,10.01479817,0.620743826,-0.687930087
ENSG00000049239.13,H6PD,-3.800489785,7.613405937,1.78E-05,0.000184153,9.808365178,9.494779228,9.237808081,5.961158849,5.590158631,5.588165652,5.713161044,9.513650829,0.600522465,-0.735709879
ENSG00000196453.8,ZNF777,-3.802485845,4.552345919,0.000888777,0.003041933,6.842606167,6.528502455,5.989657903,3.494689949,2.560783778,1.897835262,2.651102997,6.453588842,0.41079515,-1.283508946
ENSG00000106100.11,NOD1,-3.810207502,2.94412697,1.40E-05,0.000156314,4.689791331,4.628666059,5.229234773,1.071246328,0.96369206,1.08213127,1.039023219,4.849230721,0.214265577,-2.222528003
ENSG00000152147.11,GEMIN6,-3.811829294,7.412410636,0.001194121,0.003839323,9.286662956,8.441690322,10.22662257,5.644087679,5.8230497,5.052350589,5.506495989,9.318325283,0.590931935,-0.758936128
ENSG00000125637.16,PSD4,-3.813227281,2.502660266,5.61E-06,8.78E-05,4.132352101,4.468348201,4.627121418,0.518243889,0.593360285,0.676535702,0.596046625,4.409273907,0.135180222,-2.887044007
ENSG00000188368.11,PRR19,-3.81981937,13.47947542,0.000216861,0.001034328,15.0853264,16.10005161,14.98277729,11.66874448,11.72413446,11.31581826,11.56956573,15.3893851,0.751788694,-0.411600875
ENSG00000128908.17,INO80,-3.82003461,5.303589817,5.77E-06,8.92E-05,7.420197588,7.042423134,7.178200645,3.45971787,3.182785058,3.538214608,3.393572512,7.213607122,0.47044044,-1.087916011
ENSG00000007968.7,E2F2,-3.821543948,2.311343542,0.000413747,0.001688156,3.788018525,5.064166862,3.814161159,0.251150891,0.287553732,0.663010081,0.400571568,4.222115515,0.094874611,-3.397834122
ENSG00000122643.22,NT5C3A,-3.830663723,6.848544906,1.89E-05,0.000190471,8.594306996,8.724133532,8.973189774,4.903505678,4.637850365,5.258283089,4.933213044,8.763876767,0.562903059,-0.829041606
ENSG00000121310.17,ECHDC2,-3.831047199,4.634464842,0.000122064,0.000675642,7.09232165,6.371160067,6.186483609,2.718898477,3.037060274,2.400864977,2.718941243,6.549988442,0.415106266,-1.268447386
ENSG00000025156.13,HSF2,-3.833221294,12.64305707,0.002733759,0.007472134,13.68500336,14.63268268,15.36131712,11.56373947,9.841374921,10.77422488,10.72644642,14.55966772,0.736723298,-0.440805227
ENSG00000133997.12,MED6,-3.833445891,9.060108529,0.002334199,0.006577334,11.24809054,11.02240877,10.65999511,7.583876399,5.870274638,7.976005713,7.143385583,10.97683147,0.650769359,-0.61978177
ENSG00000161057.13,PSMC2,-3.840775659,22.05539512,0.001531647,0.004686131,23.91385812,24.62060196,23.39288878,20.76988671,19.17220357,20.46293161,20.1350073,23.97578295,0.839806038,-0.251871934
ENSG00000169756.16,LIMS1,-3.855703551,4.910593602,0.000107695,0.00061608,6.55668579,6.594602197,7.364048144,2.661131928,2.969121614,3.317971938,2.982741827,6.838445377,0.436172502,-1.197029277
ENSG00000138794.10,CASP6,-3.857267062,6.723708552,9.58E-05,0.000567788,8.21814649,9.009774714,8.729105044,4.439718391,4.765527558,5.179979115,4.795075021,8.652342083,0.554193879,-0.851537318
ENSG00000124459.12,ZNF45,-3.861845488,11.98696965,0.003149161,0.008403585,13.26486886,13.28396085,15.20484748,9.527691704,9.964654538,10.67579448,10.05604691,13.9178924,0.722526559,-0.468877474
ENSG00000104731.14,KLHDC4,-3.862236673,7.68963729,0.000615223,0.002284373,10.36832712,9.617329598,8.876610157,6.062564072,5.30000509,5.912987699,5.758518953,9.620755626,0.598551629,-0.7404524
ENSG00000159921.20,GNE,-3.865722632,15.04694577,0.003432627,0.009031387,15.79506392,17.69879766,17.44555969,12.401622,13.02222794,13.91840343,13.11408446,16.97980709,0.772334125,-0.372702977
ENSG00000160352.16,ZNF714,-3.866834261,6.244993401,0.000777309,0.002742863,7.28871023,8.52384665,8.722674715,4.766856958,4.300072848,3.867799005,4.31157627,8.178410532,0.527190003,-0.923605083
ENSG00000141013.17,GAS8,-3.870250535,7.787898222,3.13E-06,6.19E-05,9.836878864,9.471036482,9.861155121,5.814694202,5.813591412,5.930033249,5.852772954,9.723023489,0.601949894,-0.732284693
ENSG00000137834.15,SMAD6,-3.870388302,3.732101602,2.36E-06,5.24E-05,5.762215089,5.680962622,5.558709547,1.725279364,2.004831248,1.66061174,1.79690745,5.667295753,0.317066116,-1.657144388
ENSG00000119969.15,HELLS,-3.880705167,4.056136696,8.60E-06,0.000114668,5.678821483,6.124140362,6.186505994,2.251699901,2.007513934,2.088138503,2.115784113,5.99648928,0.352837138,-1.502925677
ENSG00000074356.17,NCBP3,-3.884995368,10.66252476,0.000207245,0.000999681,12.70499878,12.18830918,12.92175937,8.804535603,8.140031392,9.215514225,8.720027073,12.60502244,0.691789889,-0.531594167
ENSG00000130038.10,CRACR2A,-3.888084867,2.360466325,6.75E-07,2.69E-05,4.221210405,4.436020341,4.256295531,0.367436535,0.495818276,0.386016863,0.416423892,4.304508759,0.096741328,-3.369723855
ENSG00000109794.13,FAM149A,-3.895971572,2.322045248,2.97E-05,0.000254511,4.32893279,4.653855307,3.827305006,0.395404999,0.348243556,0.378529832,0.374059462,4.270031034,0.087601111,-3.512907024
ENSG00000141027.21,NCOR1,-3.8994436,5.282783044,5.64E-06,8.79E-05,7.254677997,7.307248605,7.135587929,3.063873726,3.357083979,3.578226026,3.333061244,7.232504844,0.460844661,-1.117647558
ENSG00000123472.12,ATPAF1,-3.900352271,16.52029646,0.000821612,0.002863368,17.56313871,18.63200321,19.21627586,14.98933193,14.44608351,14.27494552,14.57012032,18.47047259,0.788833109,-0.342207989
ENSG00000104518.11,GSDMD,-3.908992797,4.424654147,9.41E-05,0.000562114,6.411092775,6.557647555,6.168711307,1.895557272,2.89374283,2.621173144,2.470157748,6.379150546,0.387223617,-1.368761148
ENSG00000204514.10,ZNF814,-3.920770043,10.80916235,0.00344793,0.009060391,12.99542397,12.58735442,12.72586373,9.518924215,7.36394335,9.663464424,8.84877733,12.76954737,0.692959356,-0.529157357
ENSG00000170365.10,SMAD1,-3.926313786,3.056883879,1.23E-06,3.80E-05,4.971150954,4.949109579,5.139861783,1.251102856,1.036235245,0.993842857,1.093726986,5.020040772,0.217872132,-2.198446421
ENSG00000164176.13,EDIL3,-3.931818179,2.780641596,3.24E-06,6.25E-05,4.72367719,4.534221879,4.981752988,0.897002431,0.764914184,0.782280906,0.814732507,4.746550686,0.171647278,-2.542481112
ENSG00000133816.17,MICAL2,-3.934074084,3.349245293,6.06E-07,2.54E-05,5.359003253,5.307198793,5.28264496,1.385791919,1.254980792,1.505852044,1.382208251,5.316282335,0.259995268,-1.943442728
ENSG00000134109.11,EDEM1,-3.938291156,12.95646641,0.002441772,0.006811225,14.4811921,14.05848586,16.23715801,10.66414161,10.95944014,11.33838076,10.98732083,14.92561199,0.736138715,-0.441950447
ENSG00000198298.13,ZNF485,-3.944080931,5.331499416,0.001730185,0.005162273,7.582848803,7.073992362,7.25377848,3.072381953,4.552324897,2.453670002,3.359458951,7.303539881,0.459976806,-1.120366977
ENSG00000127191.18,TRAF2,-3.954533499,5.876848316,0.003066202,0.00823201,8.749794564,8.263081938,6.549468693,4.040598425,3.296874475,4.3612718,3.899581567,7.854115065,0.496501711,-1.010129406
ENSG00000135272.12,MDFIC,-3.956094731,2.341405256,3.47E-06,6.45E-05,4.32040438,4.08057887,4.557374614,0.407263958,0.319043583,0.36376613,0.36335789,4.319452621,0.084121282,-3.57138536
