Geneid,GeneSymbol,logFC,AveExpr,P.Value,adj.P.Val,DMSO1_S1,DMSO2_S2,DMSO3_S3,JOI_Plus_PAN_1_S10,JOI_Plus_PAN_2_S11,JOI_Plus_PAN_3_S12,AvgCase,AvgControl,FoldChange,log2FC_Actual
ENSG00000143416.21,SELENBP1,9.44954131,12.17899224,6.02E-06,9.14E-05,7.925188408,7.470911561,6.966564795,17.53748857,16.68573527,16.48806486,16.9037629,7.454221588,2.26767647,1.181214825
ENSG00000182197.12,EXT1,9.42070157,6.198879422,3.88E-08,6.78E-06,1.420738821,1.419874098,1.624972992,11.0419767,10.71761872,10.96809519,10.90923021,1.488528637,7.32886821,2.873590422
ENSG00000144747.17,TMF1,9.399236725,19.78119381,6.12E-05,0.000413879,14.02443099,15.22153575,15.99875959,23.87864363,25.29288886,24.27090401,24.48081217,15.08157544,1.62322645,0.698864279
ENSG00000128965.13,CHAC1,9.395828879,5.614632992,0.003853215,0.009924607,0.961856658,0.520031977,1.268267022,12.27619331,12.0476187,6.613830292,10.31254743,0.916718553,11.24941499,3.491778074
ENSG00000132676.16,DAP3,9.392459376,59.46061789,0.000572669,0.002165485,55.89889574,53.39035714,55.00391173,64.2056094,62.52463139,65.74030194,64.15684758,54.7643882,1.171506698,0.228365202
ENSG00000107862.6,GBF1,9.353411966,17.74723682,4.69E-06,7.78E-05,12.45482645,13.49436642,13.26239963,22.73137898,21.94768997,22.59275945,22.4239428,13.07053083,1.715610719,0.778722235
ENSG00000142867.14,BCL10,9.334028837,15.62269276,0.000260421,0.001185727,11.48270096,9.354779897,12.02955417,19.31108306,20.3588148,21.19922367,20.28970718,10.95567834,1.851980913,0.88906923
ENSG00000198961.10,PJA2,9.320980061,23.70380081,0.000452842,0.001808974,18.74283684,17.86225752,20.52483797,28.3538773,27.00037156,29.73862365,28.36429084,19.04331078,1.489462162,0.574791474
ENSG00000188786.10,MTF1,9.294953717,10.35873215,7.42E-05,0.000471788,6.009089815,5.722389502,5.402286566,14.23489313,14.34998077,16.43375313,15.00620901,5.711255294,2.627479991,1.393679778
ENSG00000198466.12,ZNF587,9.286397846,23.58277645,0.00084417,0.002921547,17.34749047,18.51595343,20.95528867,28.02439485,27.10207584,29.55145542,28.22597537,18.93957752,1.490317053,0.575619286
ENSG00000136021.19,SCYL2,9.268002439,13.97606092,0.000259318,0.001181723,8.976726921,9.23613917,9.81331302,18.59398485,16.98664084,20.24956073,18.61006214,9.342059704,1.992072705,0.994270303
ENSG00000167654.18,ATCAY,9.267888858,4.670321421,1.62E-05,0.000171846,0.070834173,0.038296803,0,9.255829724,8.428635868,10.22833196,9.30426585,0.036376992,255.7733698,7.998722253
ENSG00000156642.17,NPTN,9.252455444,24.69938119,0.000111936,0.000635098,19.56128824,19.75661967,20.90155248,29.15443004,30.59049367,28.23190301,29.32560891,20.07315346,1.460936816,0.546893784
ENSG00000100246.13,DNAL4,9.175359342,10.5608748,0.001718975,0.005137513,5.224222284,6.237434085,6.457929029,17.72757257,14.99560366,12.7224872,15.14855448,5.973195133,2.536089001,1.342605376
ENSG00000188321.14,ZNF559,9.158403559,9.601313209,7.12E-06,0.000100704,4.613758562,5.191149775,5.261425952,14.171924,13.53617908,14.83344189,14.18051499,5.02211143,2.82361616,1.497543983
ENSG00000182253.15,SYNM,9.155370857,29.58158165,0.000106299,0.00061074,25.72379185,24.40637222,24.88152458,35.04451183,32.81139099,34.6218984,34.15926707,25.00389622,1.366157769,0.450124101
ENSG00000181004.10,BBS12,9.138184595,6.211185616,1.92E-05,0.000191829,1.813666732,0.905138576,2.207474649,10.34446496,10.48470566,11.51166312,10.78027791,1.642093319,6.564960584,2.714786349
ENSG00000068323.17,TFE3,9.138102659,22.39912694,0.002399164,0.006720705,18.72332421,18.35944832,16.4074543,26.71670833,24.60078798,29.5870385,26.96817827,17.83007561,1.512510595,0.596945248
ENSG00000100600.15,LGMN,9.12974156,36.30522974,9.33E-05,0.000559028,31.24561549,32.96310643,31.01235497,40.4316461,40.41278809,41.76586739,40.87010052,31.74035896,1.287638258,0.364727348
ENSG00000133731.10,IMPA1,9.092022243,13.64857843,0.000483123,0.001900889,9.288335017,7.532667965,10.48669894,17.00587549,18.17811119,19.39978198,18.19458955,9.102567307,1.998841529,0.999164097
ENSG00000179388.9,EGR3,9.082834058,4.541417029,0.0010403,0.003443593,0,0,0,11.40966447,8.981106796,6.857730905,9.082834058,0,Inf,Inf
ENSG00000108509.21,CAMTA2,9.066190641,16.51433924,0.000294265,0.001303929,12.49338628,13.04013735,10.41020813,21.72445849,21.49245504,19.92539016,21.04743456,11.98124392,1.756698612,0.812866696
ENSG00000140521.17,POLG,9.038616022,54.09600169,0.001011729,0.003372,50.14405774,50.61060806,47.97541524,57.59240554,57.60743771,60.64608586,58.6153097,49.57669368,1.182315829,0.241615471
ENSG00000138069.18,RAB1A,9.018567987,25.74428133,9.36E-05,0.000560185,21.2484097,20.06537228,22.39121004,29.7961639,30.04984393,30.91468815,30.25356533,21.23499734,1.424703043,0.510661243
ENSG00000155744.9,FAM126B,9.007295958,9.087666098,5.43E-06,8.61E-05,4.56783227,4.241710896,4.942511189,13.30860589,13.19945821,14.26587813,13.59131408,4.584018119,2.964934633,1.568000298
ENSG00000010310.9,GIPR,8.998452305,6.774513827,0.000152523,0.000792058,2.093133366,2.26332328,2.469406377,11.24829375,12.72535014,9.847576048,11.27373998,2.275287674,4.954863557,2.30884533
ENSG00000133422.14,MORC2,8.970043564,33.35746744,0.000183436,0.000911456,28.68141075,28.94025316,28.99567307,36.28984691,37.95575733,39.28186344,37.84248922,28.87244566,1.310678343,0.390313673
ENSG00000159423.17,ALDH4A1,8.934011032,12.2943338,4.07E-05,0.000314937,8.294680542,7.847971317,7.339332991,17.51152897,17.08783112,15.68465786,16.76133932,7.827328283,2.141387036,1.098545573
ENSG00000155367.15,PPM1J,8.92056395,5.735085311,0.000630023,0.002324828,1.245642959,1.346924545,1.231842504,12.49141364,9.101253888,8.993434331,10.19536729,1.274803336,7.997600097,2.999567144
ENSG00000119878.6,CRIPT,8.8941479,23.83286993,0.000891943,0.003050271,17.49847294,20.5315699,20.12734511,28.51063599,29.53421938,26.79497627,28.27994388,19.38579598,1.458797148,0.544779284
ENSG00000119977.22,TCTN3,8.891989216,22.47926892,0.000718354,0.002584604,17.36586922,17.37894109,19.35501264,26.06828335,25.83023037,28.87727688,26.92526353,18.03327432,1.493087892,0.578299093
ENSG00000198863.7,RUNDC1,8.878618421,20.86828178,0.001034078,0.00342836,15.48266061,17.16359083,16.64066627,24.82917837,23.53912599,27.55446862,25.30759099,16.42897257,1.540424447,0.623327925
ENSG00000128917.8,DLL4,8.875406694,4.554666329,9.80E-07,3.35E-05,0.350888945,0,0,8.530289008,9.2783689,9.16845112,8.992369676,0.116962982,76.88218562,6.264577445
ENSG00000125746.18,EML2,8.858843282,11.43882436,7.25E-05,0.000464492,7.342611788,7.27002253,6.415573849,14.6243121,16.31310763,16.66731828,15.868246,7.009402722,2.263851377,1.178779248
ENSG00000105607.13,GCDH,8.853482592,16.02157677,0.00022936,0.00107696,12.89279376,10.65612037,11.2355923,21.25562374,20.83039499,19.25893548,20.44831807,11.59483548,1.763571213,0.818499833
ENSG00000061656.11,SPAG4,8.829413061,6.667895493,0.000298508,0.001318187,2.594419289,2.454697087,1.710450511,9.460748181,12.63736582,11.14969207,11.08260202,2.253188962,4.918629644,2.298256429
ENSG00000023287.13,RB1CC1,8.822294998,14.68009602,1.82E-05,0.000186052,9.771693765,9.847834252,11.18731756,19.07841385,18.72318639,19.47213033,19.09124352,10.26894852,1.8591235,0.894622611
ENSG00000175224.16,ATG13,8.798075768,20.44966659,3.47E-06,6.45E-05,15.67916005,15.72919733,16.74352876,24.85565593,24.80770459,24.88275292,24.84870448,16.05062871,1.548145243,0.630540827
ENSG00000101940.18,WDR13,8.779255136,20.5604199,5.13E-05,0.000366591,16.23603107,16.96768666,15.30865926,24.91720616,24.23686367,25.69607256,24.95004747,16.17079233,1.542908162,0.625652191
ENSG00000182400.15,TRAPPC6B,8.774843628,13.39606336,0.001240179,0.003968724,9.394950362,7.720719453,9.910254809,16.35315569,16.94524452,20.0520553,17.78348517,9.008641541,1.974047373,0.981156612
ENSG00000156671.15,SAMD8,8.741701531,11.57655231,1.07E-05,0.000130809,7.303849178,6.510581351,7.802674113,16.04581695,15.4920081,16.30438418,15.94740308,7.205701547,2.21316453,1.146110707
ENSG00000143198.13,MGST3,8.738412253,28.5472183,0.000336449,0.00143963,24.79246549,22.3402568,25.40131421,32.85081682,33.41592993,32.48252651,32.91642442,24.17801217,1.361419797,0.445111994
ENSG00000135424.18,ITGA7,8.729494618,7.268197335,2.05E-06,4.83E-05,3.038362048,3.168071286,2.503916744,11.40936995,11.40188855,12.08757543,11.63294464,2.903450026,4.006593721,2.002376224
ENSG00000117016.10,RIMS3,8.677410399,6.023798009,5.03E-06,8.17E-05,1.707662653,1.846510451,1.501105325,10.14790309,9.875964536,11.063642,10.36250321,1.68509281,6.149514822,2.620472591
ENSG00000188997.8,KCTD21,8.641251379,8.618677552,0.000318256,0.001381325,3.341259115,4.888085129,4.664811343,13.37868184,14.0869448,11.35228309,12.93930324,4.298051862,3.010504213,1.590005137
ENSG00000122958.15,VPS26A,8.612738987,18.67149308,0.000544297,0.002081246,14.19204845,13.64087573,15.26244659,24.02061244,21.05860547,23.85436981,22.97786258,14.36512359,1.59955899,0.677674198
ENSG00000198663.17,C6orf89,8.562713689,21.34681989,0.002383869,0.006687595,16.51094888,17.17422569,17.51121456,24.06883159,24.22725935,28.58843927,25.62817673,17.06546304,1.501756892,0.586651284
ENSG00000127328.22,RAB3IP,8.553596992,6.852625163,0.000770382,0.00272569,2.571434171,2.539682162,2.616363668,10.38599728,9.608916455,13.39335724,11.12942366,2.575826667,4.32071917,2.111271464
ENSG00000003393.16,ALS2,8.543772654,13.81054462,0.000197129,0.000962326,8.993129417,9.250540725,10.37230473,16.81555342,18.09130804,19.34043137,18.08243094,9.53865829,1.895699625,0.922730386
ENSG00000133789.15,SWAP70,8.53980021,11.73040044,0.000189302,0.000933373,7.298436394,7.434965321,7.648099301,15.36159065,14.99537879,17.6439322,16.00030055,7.460500339,2.144668564,1.100754712
ENSG00000132581.10,SDF2,8.524392992,24.94956389,0.002009556,0.005836258,18.25707321,22.00914013,21.79588884,27.73992188,29.52882984,30.36652943,29.21176039,20.6873674,1.412057892,0.497799237
ENSG00000151893.15,CACUL1,8.502529083,17.18489311,1.12E-05,0.000135746,12.637247,13.27759654,12.88604217,21.6588628,20.66515605,21.98445411,21.43615765,12.93362857,1.657397036,0.728919247
ENSG00000101298.15,SNPH,8.492728269,5.470819809,5.30E-05,0.00037531,1.388468429,1.029506034,1.255392561,10.17453298,8.502311932,10.47470692,9.717183944,1.224455674,7.935921362,2.98839773
ENSG00000267385.1,AC011498.4,8.485992965,4.242996483,9.98E-07,3.38E-05,0,0,0,8.20280974,8.983421316,8.27174784,8.485992965,0,Inf,Inf
ENSG00000197766.8,CFD,8.485207587,9.412058562,0.000168891,0.000856676,6.439579551,5.106327066,3.962457688,13.04578827,14.33923043,13.57896836,13.65466236,5.169454769,2.641412483,1.40130961
ENSG00000103540.16,CCP110,8.474232953,18.79476181,0.000124173,0.000684259,14.94405408,14.34981137,14.37907056,24.47699827,22.16287501,22.4557616,23.03187829,14.55764534,1.582115635,0.661855048
ENSG00000142546.14,NOSIP,8.467299322,14.97931747,0.000346437,0.001471074,10.69967744,12.15344398,9.383881999,20.22450744,18.85261602,18.56177792,19.21296713,10.74566781,1.7879733,0.838325193
ENSG00000133606.11,MKRN1,8.454994701,36.15429656,0.0013383,0.004218326,31.76629237,33.51308249,30.50102275,41.82393877,38.5599457,40.76149724,40.38179391,31.92679921,1.264824377,0.338937078
ENSG00000136279.21,DBNL,8.432558349,23.85400292,1.74E-07,1.30E-05,19.81865782,19.49542614,19.59908728,27.8541589,28.0606496,28.29603779,28.0702821,19.63772375,1.429406099,0.515415849
ENSG00000005893.16,LAMP2,8.432079712,24.52972689,0.000444273,0.001783155,18.69078354,20.2105065,22.03977105,28.72312014,29.20177409,28.312406,28.74576674,20.31368703,1.415093513,0.500897393
ENSG00000139182.15,CLSTN3,8.418219353,7.56497623,0.000339674,0.001449723,3.62014985,3.598814019,2.848635791,11.07193482,13.57061964,10.67970327,11.77408591,3.355866554,3.508508375,1.810857806
ENSG00000123815.13,COQ8B,8.403611871,13.57376336,0.00015694,0.000809241,10.21546444,9.752871899,8.147535938,17.14173412,17.47644702,18.70852675,17.7755693,9.371957426,1.896676275,0.92347346
ENSG00000110315.7,RNF141,8.37451982,28.369385,0.003264868,0.008655619,22.30197334,23.4280933,26.81630863,34.13157431,31.2790776,32.25928282,32.55664491,24.18212509,1.346310334,0.429011
ENSG00000062725.10,APPBP2,8.348268534,16.2368907,0.000213947,0.001023425,12.27107864,10.93511112,12.98207954,20.2125447,19.50927504,21.51125516,20.41102497,12.06275643,1.692069726,0.758789019
ENSG00000124374.9,PAIP2B,8.339793027,12.21498231,0.000243769,0.001127858,8.429947547,7.533712141,8.171597704,16.04866609,15.16057041,17.94539998,16.38487882,8.045085797,2.036631956,1.026185292
ENSG00000152669.9,CCNO,8.329346451,5.666288297,2.90E-05,0.000250513,2.085197188,1.503161214,0.916486812,9.293571074,10.64061941,9.558694086,9.830961522,1.501615072,6.54692518,2.710817492
ENSG00000159720.12,ATP6V0D1,8.326225407,12.37510132,0.000253616,0.001163753,8.703456944,7.742788011,8.189720889,15.916998,15.52624952,18.17139454,16.53821402,8.211988615,2.013910978,1.009999912
ENSG00000162522.11,KIAA1522,8.319902894,19.48321079,7.95E-05,0.000499221,14.78928984,15.82462595,15.35586223,22.67451768,23.52272417,24.73224486,23.64316223,15.32325934,1.542959087,0.625699808
ENSG00000117475.14,BLZF1,8.316806549,13.81207198,0.000124878,0.000687446,10.87869947,8.466941838,9.615364808,17.94595639,17.55239546,18.41307391,17.97047525,9.653668704,1.861517709,0.896479341
ENSG00000166529.15,ZSCAN21,8.306041341,12.77697198,1.57E-05,0.000169532,8.165827228,8.708823981,8.997202722,17.67603052,16.34613098,16.76781646,16.92999265,8.62395131,1.963136391,0.973160409
ENSG00000198026.8,ZNF335,8.303706911,22.34792914,0.000522261,0.002017695,16.53810063,19.68675762,18.36336879,27.42049155,25.9437204,26.13513582,26.49978259,18.19607568,1.456346031,0.542353183
ENSG00000156239.12,N6AMT1,8.287829058,28.37448585,0.00102252,0.00340069,23.45099355,23.95678153,25.28393889,30.71010825,32.45663758,34.38845531,32.51840038,24.23057132,1.342040183,0.424427869
ENSG00000135148.12,TRAFD1,8.284227366,21.71222851,0.000107367,0.000614374,18.43646555,16.38264704,17.8912319,25.29444807,25.74287038,26.52570814,25.8543422,17.57011483,1.471495346,0.557282979
ENSG00000136811.16,ODF2,8.28094174,23.36099429,0.000137367,0.000736848,19.48273445,19.42475703,18.75407876,28.04892862,26.08332979,28.37213706,27.50146516,19.22052342,1.430838514,0.516860857
ENSG00000125648.15,SLC25A23,8.235124447,33.91331682,0.000425135,0.001723662,29.14214314,31.63845982,28.60666081,37.91759593,38.51726536,37.65777583,38.03087904,29.79575459,1.276385833,0.352064501
ENSG00000110048.12,OSBP,8.228940879,27.24844151,0.002395795,0.006715016,21.00824702,22.76102935,25.63263683,30.60313595,31.07546577,32.41013411,31.36291194,23.13397107,1.355708099,0.439046582
ENSG00000116954.8,RRAGC,8.173562994,9.068112692,0.000261116,0.001187491,5.065941868,4.450750623,5.427301093,14.72094609,12.00756855,12.73616793,13.15489419,4.981331195,2.6408391,1.400996404
ENSG00000135622.13,SEMA4F,8.171320489,13.66121611,6.45E-05,0.000428169,9.626634544,9.599053769,9.500979282,17.44702665,16.84711953,18.94648288,17.74687635,9.575555865,1.853352077,0.890136973
ENSG00000085063.17,CD59,8.116951768,11.22873749,0.001548615,0.004724552,6.429036111,7.613846134,7.467902565,16.86973605,12.852933,16.13897106,15.28721337,7.170261603,2.132030073,1.092227788
ENSG00000174938.14,SEZ6L2,8.067538866,20.22280572,0.00040076,0.001645954,17.38516354,16.58711317,14.59483215,23.91072551,25.11600385,23.7429961,24.25657515,16.18903629,1.498333485,0.583358761
ENSG00000162236.13,STX5,8.057114509,10.45495032,4.43E-05,0.000332503,6.846833368,6.8904237,5.54192212,14.0905699,15.18946961,14.1704832,14.48350757,6.426393063,2.253753767,1.172329903
ENSG00000139697.14,SBNO1,8.052040432,20.84030507,0.000292708,0.001300175,17.3620975,15.62856793,17.45218914,23.5981893,25.44958287,25.5512037,24.86632529,16.81428486,1.478880934,0.564505904
ENSG00000182446.14,NPLOC4,8.04181023,29.08187074,0.000152277,0.000791364,24.59687482,26.41533488,24.17068717,33.38888727,33.401197,32.51824328,33.10277585,25.06096562,1.320889879,0.401510196
ENSG00000168067.12,MAP4K2,8.040083558,10.01857589,7.65E-05,0.000483049,6.151126872,5.945829488,5.898645967,13.48098962,15.30527387,13.32958951,14.03861767,5.998534109,2.340341392,1.226718995
ENSG00000142459.8,EVI5L,8.016231704,16.7081785,0.000298034,0.001316774,12.77981491,13.97837394,11.34199911,20.25419458,21.54815637,20.34653213,20.71629436,12.70006265,1.631196233,0.705930349
ENSG00000089199.10,CHGB,8.006553723,5.220366981,0.000305733,0.001339884,0.986868822,1.200498553,1.463902982,10.94602323,8.412282921,8.312625376,9.223643842,1.217090119,7.578439508,2.921900811
ENSG00000143079.15,CTTNBP2NL,8.00087482,7.722766192,0.000311672,0.001358881,3.530195457,3.350375404,4.286415486,10.83565407,10.95705884,13.3768979,11.7232036,3.722328782,3.149427224,1.655089474
ENSG00000141577.14,CEP131,7.999522537,13.19778777,3.76E-05,0.000299423,8.792694869,8.623187777,10.17819687,17.64720615,16.93241332,17.01302766,17.19754904,9.198026504,1.869699879,0.90280671
ENSG00000143740.15,SNAP47,7.999457997,22.15211548,1.13E-06,3.64E-05,18.21560327,18.35373381,17.88782236,26.51564312,25.83832957,26.10156074,26.15184447,18.15238648,1.440683544,0.526753472
ENSG00000038219.13,BOD1L1,7.970206043,22.78923837,1.79E-05,0.000184241,18.67355802,19.03358648,18.70526154,25.93575603,26.95515461,27.43211354,26.77434139,18.80413535,1.423853897,0.509801117
ENSG00000138686.10,BBS7,7.955472875,13.17453014,0.000170474,0.000862433,9.027437017,9.001333415,9.561610675,16.09984634,16.78574377,18.57120962,17.15226658,9.196793703,1.865026783,0.899196349
ENSG00000172007.7,RAB33B,7.954501811,13.61290165,0.000655402,0.002399063,10.00792968,8.688925087,10.21009746,18.29173757,18.70638419,15.77233589,17.59015255,9.635650742,1.825528241,0.868313988
ENSG00000214078.13,CPNE1,7.947517648,32.73535445,0.003200376,0.008515565,30.0525844,28.98559061,27.24661188,35.08982572,39.19896776,35.83854635,36.70911328,28.76159563,1.276323948,0.35199455
ENSG00000137216.19,TMEM63B,7.918162405,21.91370151,0.000548483,0.00209385,18.50698155,17.8814757,17.47540368,25.68864657,24.34388384,27.58581773,25.87278271,17.95462031,1.441009738,0.527080085
ENSG00000185219.17,ZNF445,7.916659803,20.28860892,0.000370397,0.001550217,17.64769256,15.22590863,16.11723587,24.38664988,23.21608629,25.13808031,24.24693882,16.33027902,1.484784111,0.570253177
ENSG00000167186.11,COQ7,7.873433034,20.82329602,0.003339605,0.008820623,16.691935,15.3861472,18.58165631,22.61777222,24.94402301,26.71824238,24.76001254,16.8865795,1.466253869,0.552134915
ENSG00000197070.14,ARRDC1,7.865279383,17.91625039,0.003093531,0.008288565,15.70815505,12.9775818,13.26509524,24.02797984,21.61554517,19.90314523,21.84889008,13.9836107,1.562464127,0.643823067
ENSG00000149925.22,ALDOA,7.783351149,10.12543199,0.001017768,0.003388612,8.411355483,5.281125505,5.00878827,13.52235129,14.3494825,14.17948891,14.01710757,6.233756419,2.248581213,1.169014991
ENSG00000007392.17,LUC7L,7.782215336,16.5881656,0.000245136,0.001133193,12.98913844,12.31241039,12.78962495,21.88878058,19.19224285,20.35679637,20.47927327,12.69705793,1.612914848,0.689670275
ENSG00000133193.12,FAM104A,7.777855023,22.50478444,0.002381906,0.006684745,16.72867015,19.2822183,19.83668233,28.2418398,24.89820254,26.04109352,26.39371195,18.61585693,1.417808057,0.503662234
ENSG00000176853.16,FAM91A1,7.773349444,18.4913966,0.001291255,0.004101793,14.02139209,13.74743147,16.04534208,22.07689018,20.92919475,24.12812905,22.37807133,14.60472188,1.532249057,0.615650817
ENSG00000131981.16,LGALS3,7.76264289,13.7157374,0.000223504,0.00105582,9.534831714,8.663946475,11.30446967,17.43344297,17.50709434,17.85063921,17.59705884,9.834415951,1.789334408,0.839423037
ENSG00000163545.11,NUAK2,7.737433643,5.178071304,0.000114443,0.000644413,1.388224557,0.93818704,1.60165185,10.33546163,8.452518472,8.35238427,9.046788125,1.309354482,6.909349795,2.788549952
ENSG00000117385.16,P3H1,7.728935283,31.12412221,0.000171845,0.000867567,26.91291154,27.41027151,27.45578066,34.81418549,36.30952288,33.8420612,34.98858986,27.25965457,1.283530199,0.36011724
ENSG00000101928.13,MOSPD1,7.717478513,7.736568007,0.000332439,0.001426799,3.894516735,4.478550929,3.260418588,11.79714021,10.15180766,12.83697393,11.59530726,3.87782875,2.990154545,1.580220052
ENSG00000135916.16,ITM2C,7.710258422,27.50496809,0.000382659,0.00159012,23.72885893,25.02624526,22.19441246,30.69012315,31.72223488,31.66793388,31.3600973,23.64983888,1.326017376,0.407099681
ENSG00000155980.13,KIF5A,7.709867027,11.84540569,6.59E-05,0.000435704,7.44376576,7.821635414,8.70601535,16.61371884,15.33448065,15.15281811,15.7003392,7.990472175,1.964882532,0.974443066
ENSG00000079432.8,CIC,7.700863816,26.60269181,0.002998888,0.008077921,24.61964577,23.23448546,20.40264848,29.31662978,30.25290426,31.78983711,30.45312372,22.7522599,1.338465886,0.420580369
ENSG00000137275.16,RIPK1,7.699130907,6.216512362,0.000216747,0.001034018,2.360644251,2.372825606,2.367370868,9.376143458,9.208176181,11.61391381,10.06607782,2.366946908,4.252768738,2.088402404
ENSG00000001561.7,ENPP4,7.6856161,5.406954835,0.000320515,0.001389505,1.329406854,1.879806609,1.483226891,10.19277593,9.962330604,7.594182119,9.249762885,1.564146785,5.913615637,2.564040477
ENSG00000179094.16,PER1,7.673507561,17.88011125,0.002171218,0.00621371,14.80392473,13.70435876,13.62178893,19.93640523,21.04741485,24.16677503,21.71686503,14.04335747,1.546415455,0.628927961
ENSG00000169641.13,LUZP1,7.655223555,10.29618967,2.89E-06,5.92E-05,6.701018818,6.221996911,6.482717958,14.18780177,13.65935313,14.52424945,14.12380145,6.468577896,2.183447688,1.126607967
ENSG00000164574.16,GALNT10,7.645948523,6.365541478,1.63E-05,0.000172385,2.33632102,2.58242385,2.708956779,10.57508918,9.362193184,10.62826486,10.18851574,2.542567216,4.007176555,2.002586076
ENSG00000167861.16,HID1,7.643957777,3.910348643,1.67E-07,1.27E-05,0,0.164694185,0.100415077,7.498038449,7.948921217,7.750022927,7.732327531,0.088369754,87.49970641,6.451206271
ENSG00000061918.14,GUCY1B1,7.63960594,6.029896361,0.000118107,0.00065966,2.133846094,2.420822354,2.075611725,10.20489552,8.568292301,10.77591017,9.849699331,2.210093391,4.456689193,2.155972352
ENSG00000158769.18,F11R,7.620508461,11.91829414,0.000968334,0.003256284,7.253786062,7.419604443,9.650729229,16.99885232,14.36968339,15.81710941,15.72854837,8.108039912,1.939870615,0.955960431
ENSG00000149564.12,ESAM,7.616598676,4.265661403,1.81E-06,4.58E-05,0.527743046,0.380435425,0.463907725,7.911649743,8.568753661,7.741478819,8.073960741,0.457362065,17.65332404,4.141867957
ENSG00000134108.14,ARL8B,7.597463759,17.20704546,3.81E-05,0.000301309,13.59513874,12.46555557,14.16424643,20.7715511,21.0272496,21.21853131,21.00577734,13.40831358,1.566623365,0.64765838
ENSG00000174010.9,KLHL15,7.585497782,21.83540988,0.000388782,0.001607676,18.34797948,17.07839712,18.70160635,24.88130484,24.93357523,27.06959624,25.62815877,18.04266099,1.420420125,0.506317706
ENSG00000135720.13,DYNC1LI2,7.575899623,47.45662486,0.001377564,0.004313388,42.80977643,43.40493617,44.79131255,51.76605482,49.28786606,52.67980315,51.24457468,43.66867505,1.173485905,0.230800514
ENSG00000166411.14,IDH3A,7.571625058,14.33780599,0.000448756,0.001797059,9.964281381,11.0027365,10.68896249,18.37304211,19.44958426,16.54822918,18.12361852,10.55199346,1.717553995,0.780355454
ENSG00000188554.15,NBR1,7.52971402,35.10182738,0.000237353,0.001103235,31.3714676,31.54723532,31.0922082,38.98916917,37.48872427,40.12215973,38.86668439,31.33697037,1.240282131,0.310668332
ENSG00000205423.12,CNEP1R1,7.525373203,14.91902389,0.001632671,0.004928274,11.44893148,12.96240919,9.057671187,17.84582345,19.12029334,19.07901468,18.68171049,11.15633729,1.674537979,0.743763097
ENSG00000143324.14,XPR1,7.511909424,8.071163748,5.01E-05,0.000360705,4.205661982,4.197251953,4.542713174,11.87194314,10.88705313,12.72235912,11.82711846,4.315209036,2.740798501,1.454596268
ENSG00000140992.19,PDPK1,7.510029401,15.34772339,3.02E-06,6.06E-05,11.62786022,11.58216719,11.56809865,18.65428088,19.02548268,19.62845069,19.10273809,11.59270868,1.647823525,0.720561744
ENSG00000103642.12,LACTB,7.503672384,8.523096045,1.20E-05,0.00014174,5.065331446,4.016603701,5.231844411,12.4166961,12.10158321,12.3065174,12.27493224,4.771259853,2.572681559,1.363272894
ENSG00000055163.20,CYFIP2,7.497460021,6.561664053,1.12E-05,0.000135577,2.966789779,2.794537984,2.677474363,10.28971504,9.670818217,10.97064893,10.31039406,2.812934042,3.66535223,1.873951844
ENSG00000167619.13,TMEM145,7.486704792,5.111295006,0.00148434,0.004576446,1.452685009,1.884961094,0.766181728,10.06492109,9.906400541,6.592620578,8.854647402,1.36794261,6.47296702,2.694427153
ENSG00000106367.15,AP1S1,7.485836944,24.56529687,0.001596835,0.004842192,19.13207111,20.94627051,22.38879358,27.03454169,28.29041209,29.59969224,28.30821534,20.8223784,1.359509217,0.443085932
ENSG00000177082.13,WDR73,7.459590322,29.78453832,0.003283185,0.00869656,27.67099178,26.11945989,24.3737778,32.9455577,32.03902458,35.55841817,33.51433348,26.05474316,1.286304504,0.363232209
ENSG00000184515.11,BEX5,7.453939414,4.559181321,0.001964731,0.005730442,1.504648896,0,0.991985946,8.230225758,6.282098971,10.34612836,8.286151028,0.832211614,9.956783693,3.315679789
ENSG00000134313.16,KIDINS220,7.450962752,12.84383674,0.000218665,0.001039417,8.659767565,9.189596396,9.505702137,17.34769488,15.15151,17.20874947,16.56931812,9.118355366,1.817138887,0.861668691
ENSG00000204052.4,LRRC73,7.450517024,4.649575738,0.000636801,0.002347615,0.459326653,0.496673898,1.816951128,6.699878956,8.949484727,9.475139067,8.37483425,0.924317226,9.060562772,3.179600662
ENSG00000156453.14,PCDH1,7.390741302,16.33107243,0.000850872,0.002938292,13.97194519,11.36628825,12.5688719,18.80855839,20.08092538,21.18984548,20.02644308,12.63570178,1.584909444,0.664400412
ENSG00000157954.15,WIPI2,7.363473944,26.35473722,0.000504828,0.001969088,23.00773468,23.65146421,21.35980187,31.05802101,29.0249909,30.02641069,30.0364742,22.67300025,1.324768397,0.405740162
ENSG00000144815.16,NXPE3,7.362071438,9.911546069,3.52E-05,0.000285979,5.851651061,5.950807692,6.889072296,13.46357279,13.03976509,14.27440748,13.59258179,6.23051035,2.181616116,1.125397263
ENSG00000175416.16,CLTB,7.358996955,8.255152414,0.000146705,0.000771685,4.5466823,3.840911751,5.33936776,11.22592279,12.95192376,11.62610613,11.93465089,4.575653937,2.60829404,1.383106518
