Geneid,GeneSymbol,logFC,AveExpr,P.Value,adj.P.Val,DMSO1_S1,DMSO2_S2,DMSO3_S3,JOI1_S4,JOI2_S5,JOI3_S6,AvgCase,AvgControl,FoldChange,log2FC_Actual
ENSG00000137822.13,TUBGCP4,-10.63861966,32.35995827,0.000520601,0.004429435,37.06057353,35.88437372,40.09285706,27.02542759,26.50597928,27.59053845,27.04064844,37.6792681,0.71765323,-0.478641194
ENSG00000095319.14,NUP188,-10.64229454,55.25347362,0.001052275,0.007003696,60.43547252,62.48919894,58.79919121,51.03261406,47.75752719,51.00683781,49.93232635,60.57462089,0.824311001,-0.278739347
ENSG00000160685.13,ZBTB7B,-10.64249861,9.56225238,0.000665178,0.005219715,16.87037753,15.45348659,12.32664094,4.768192302,4.043857084,3.910959839,4.241003075,14.88350169,0.284946591,-1.81123656
ENSG00000101331.17,CCM2L,-10.64314378,9.355146537,0.00020067,0.002384393,16.02292257,15.37233468,12.63489803,4.021500125,4.077032838,4.002190986,4.03357465,14.67671843,0.274828101,-1.86339857
ENSG00000112640.16,PPP2R5D,-10.64848946,47.72539903,4.49E-05,0.000991405,54.07856486,53.29255518,51.77781124,42.44193568,42.90396334,41.85756386,42.40115429,53.04964376,0.79927312,-0.323239523
ENSG00000021300.14,PLEKHB1,-10.65368445,18.02050616,1.81E-05,0.00060916,22.3708254,23.856881,23.81433873,13.07698253,11.98507278,13.01893649,12.69366393,23.34734838,0.543687605,-0.879150156
ENSG00000118418.14,HMGN3,-10.65703147,29.16063416,0.000521516,0.004432339,34.36559858,32.52862589,36.57322521,23.66945105,22.9596965,24.86720771,23.83211842,34.48914989,0.691003359,-0.533235372
ENSG00000180354.16,MTURN,-10.68149629,25.52466035,1.96E-05,0.000633719,30.67935601,30.38166588,31.53520359,19.23722363,20.98331468,20.33119831,20.18391221,30.86540849,0.653933098,-0.612785049
ENSG00000145860.12,RNF145,-10.69973047,19.49033388,0.000103505,0.001600744,24.5566874,23.9576544,26.00625555,12.8444985,14.56540795,15.0114995,14.14046865,24.84019912,0.56925746,-0.812846803
ENSG00000042753.12,AP2S1,-10.72623186,41.46503991,0.001726774,0.00980667,46.75526874,48.3777022,45.35149658,36.38247813,38.53152865,33.39176517,36.10192398,46.82815584,0.770944816,-0.375300499
ENSG00000152240.13,HAUS1,-10.7773542,17.59826072,0.000208801,0.002450516,22.09929513,22.0461344,24.81538395,11.51778795,11.84129905,13.26966386,12.20958362,22.98693783,0.531153115,-0.912800291
ENSG00000162413.16,KLHL21,-10.790334,47.68298763,0.00046517,0.004112144,55.12877572,53.19393249,50.91175568,42.22360732,41.6622732,42.97758136,42.28782063,53.07815463,0.796708569,-0.327876003
ENSG00000134072.11,CAMK1,-10.79460778,12.78735042,0.000289089,0.002987107,19.98662989,16.93891286,17.62842019,6.453438141,7.009878618,8.706822829,7.390046529,18.18465431,0.406389168,-1.299066147
ENSG00000119318.13,RAD23B,-10.80058337,56.56248142,0.000135923,0.001867461,60.22613625,62.22450385,63.4376792,51.49277034,51.27520583,50.71859303,51.16218973,61.9627731,0.825692382,-0.2763237
ENSG00000263001.7,GTF2I,-10.80635389,15.34525647,8.94E-05,0.001476337,19.27900357,20.74624973,22.22004695,10.36089879,9.610064338,9.855275461,9.942079529,20.74843342,0.479172539,-1.061382863
ENSG00000188807.13,TMEM201,-10.81531563,29.78144434,4.72E-06,0.000327305,35.05390969,35.91288726,34.60050953,24.84341787,24.06750188,24.21043983,24.37378653,35.18910216,0.692651561,-0.52979831
ENSG00000177108.5,ZDHHC22,-10.82243627,7.086476367,4.70E-05,0.001020534,12.21436308,13.69069794,11.58802248,0.847404925,2.319588094,1.858781675,1.675258231,12.4976945,0.134045382,-2.899206579
ENSG00000120896.13,SORBS3,-10.84505941,7.915072914,1.22E-05,0.000500719,13.58326273,14.14815174,12.28139338,2.523260064,2.302293283,2.652076279,2.492543209,13.33760262,0.186880902,-2.419808952
ENSG00000176490.5,DIRAS1,-10.85868521,8.569638393,1.55E-05,0.000571235,14.05164323,14.38019075,13.56510902,3.425976186,3.907446004,2.087465168,3.140295786,13.998981,0.224323169,-2.156349457
ENSG00000164853.9,UNCX,-10.86491897,7.167931776,8.84E-05,0.001468563,13.41687484,13.26425896,11.12003999,2.616969015,0.994914983,1.594532877,1.735472292,12.60039126,0.137731619,-2.860068296
ENSG00000101346.14,POFUT1,-10.88616959,46.77917615,0.001286802,0.008046809,49.60369695,53.21693233,53.84615354,41.6662551,39.52951836,42.8125006,41.33609135,52.22226094,0.791541588,-0.337262943
ENSG00000198925.12,ATG9A,-10.90275028,60.04598938,0.001486578,0.008883384,63.43453036,64.66254069,68.39502251,55.82322979,54.87911782,53.08149511,54.59461424,65.49736452,0.8335391,-0.26267822
ENSG00000185112.6,FAM43A,-10.9089382,17.51141574,0.00081456,0.005946848,23.81685131,22.24154515,22.83925804,11.70170852,9.834048733,14.63508266,12.05694664,22.96588483,0.524993778,-0.929627771
ENSG00000139445.18,FOXN4,-10.92539077,11.56256557,3.04E-06,0.000252979,16.74665042,17.28251288,17.04661958,6.454861447,6.512534817,5.332214305,6.09987019,17.02526096,0.358283506,-1.480826465
ENSG00000167799.10,NUDT8,-10.99284716,16.24848701,0.001281933,0.008027533,22.20109446,19.38965229,23.64398503,8.743947721,11.08086563,12.43137694,10.75206343,21.74491059,0.494463446,-1.016064223
ENSG00000174547.13,MRPL11,-11.02129385,24.88947791,0.000480905,0.00419927,29.44814197,30.03462225,31.71761027,20.74177706,17.14762556,20.24709033,19.37883098,30.40012483,0.637458928,-0.649595704
ENSG00000138111.14,MFSD13A,-11.02869159,9.102877786,1.55E-05,0.000571849,15.05802547,13.68663293,15.10701235,3.84870515,2.83198917,4.084901649,3.58853199,14.61722358,0.245500246,-2.026203623
ENSG00000138381.10,ASNSD1,-11.04867821,33.43126276,0.001090022,0.007173746,38.68573837,36.94439941,41.23666782,25.91622062,28.85458816,28.94996218,27.90692366,38.95560187,0.716377679,-0.481207708
ENSG00000183605.17,SFXN4,-11.07607432,17.14778777,0.00026329,0.002819617,23.27417063,20.50334671,24.27995744,11.83866935,11.81461543,11.17596704,11.60975061,22.68582493,0.511762329,-0.96645414
ENSG00000092470.12,WDR76,-11.09990514,11.69995093,0.000227701,0.002578011,18.42435002,15.06437237,18.26098812,5.955968327,6.579038312,5.91498846,6.149998366,17.2499035,0.356523639,-1.487930359
ENSG00000188811.14,NHLRC3,-11.11536424,17.08331143,0.000470018,0.004139446,21.41231121,21.90178729,24.60888213,11.68756896,9.950624842,12.93869411,11.52562931,22.64099354,0.509060227,-0.974091744
ENSG00000163531.16,NFASC,-11.1178812,17.11593943,1.70E-06,0.000200817,22.99937962,22.70108094,22.32417953,11.93847566,10.93408861,11.79843221,11.55699883,22.67488003,0.50968291,-0.972328117
ENSG00000103855.18,CD276,-11.15844533,9.941725667,9.95E-05,0.001560554,16.32363538,16.38147542,13.85773421,3.561935633,4.933050918,4.592522451,4.362503001,15.52094833,0.281071936,-1.830988681
ENSG00000144647.6,POMGNT2,-11.16120189,25.63850707,0.00048627,0.004231525,32.12258384,31.08903327,30.44570692,22.0740966,20.30611549,17.79350629,20.05790613,31.21910801,0.642488124,-0.638258309
ENSG00000139641.13,ESYT1,-11.19970404,49.7002504,0.001372277,0.008392214,54.73932613,58.07199551,53.08898562,42.35478934,45.12019456,44.82621122,44.10039837,55.30010242,0.797474081,-0.326490464
ENSG00000109132.7,PHOX2B,-11.24053853,6.06588061,0.001136331,0.007386675,9.193456595,14.71262735,11.15236569,0,0.954424257,0.382409774,0.445611344,11.68614988,0.038131579,-4.712869928
ENSG00000106785.15,TRIM14,-11.25271994,22.52451275,0.000111787,0.001666732,27.01096005,27.50651402,29.93514409,16.26122344,17.08229865,17.35093625,16.89815278,28.15087272,0.600271009,-0.736314102
ENSG00000138092.11,CENPO,-11.26626118,35.92358618,0.000161411,0.002064885,40.64883013,41.74360581,42.27771436,29.9030393,32.05913724,28.90919025,30.29045559,41.55671677,0.728894339,-0.456218399
ENSG00000129250.12,KIF1C,-11.29472989,20.52062316,0.000102292,0.001591283,24.33912386,27.47028106,26.69455941,14.93121245,14.70074121,14.98782099,14.87325822,26.16798811,0.568376069,-0.815082282
ENSG00000113140.11,SPARC,-11.29624377,66.67944973,4.91E-05,0.001047845,71.39931104,72.49535118,73.08805263,60.74062945,60.11412418,62.23922989,61.03132784,72.32757162,0.843818291,-0.244995735
ENSG00000088836.14,SLC4A11,-11.34239942,13.35660483,6.29E-05,0.001230407,17.86112288,19.00923939,20.21305136,8.480958014,7.847767799,6.727489552,7.685405121,19.02780454,0.403903935,-1.307915895
ENSG00000158815.11,FGF17,-11.34640643,6.607531523,3.49E-07,9.87E-05,12.51801238,12.38384946,11.94034238,1.212164375,1.036886989,0.55393356,0.934328308,12.28073474,0.076080815,-3.716323488
ENSG00000163528.13,CHCHD4,-11.36858368,25.71917129,0.000839933,0.006065167,30.3005522,29.58886025,34.32097695,20.95886588,19.5738286,19.57194387,20.03487945,31.40346313,0.637983122,-0.648409837
ENSG00000073060.17,SCARB1,-11.38527724,25.87758329,8.67E-05,0.001453375,32.40825991,32.53026509,29.77214075,20.05296747,20.54630183,19.95556472,20.18494467,31.57022192,0.639366575,-0.645284769
ENSG00000164107.9,HAND2,-11.38907025,9.550245284,4.64E-06,0.000324208,14.60747812,16.14619718,14.98066592,4.062743666,3.79121044,3.713176375,3.855710161,15.24478041,0.25292002,-1.983246858
ENSG00000197093.11,GAL3ST4,-11.39520118,11.59408892,2.60E-05,0.000732501,17.85386139,17.92656851,16.09463863,6.425867751,5.201174392,6.062422844,5.896488329,17.29168951,0.341001284,-1.552150923
ENSG00000140854.13,KATNB1,-11.40327541,46.54776907,0.000295851,0.003028897,53.20423384,53.49449933,50.04948715,40.56782631,41.83791913,40.13264866,40.84613137,52.24940678,0.781753017,-0.355215214
ENSG00000164051.14,CCDC51,-11.41237004,36.6826564,0.001151445,0.007443787,41.39190593,40.97197317,44.80264514,32.80283722,28.86129236,31.26528455,30.97647138,42.38884141,0.730769475,-0.452511723
ENSG00000004779.10,NDUFAB1,-11.4311064,60.87273962,0.001519515,0.009011533,66.95849822,63.35245472,69.45392551,54.85323017,55.61069594,55.00763315,55.15718642,66.58829282,0.828331589,-0.271719686
ENSG00000105173.14,CCNE1,-11.45557164,15.97223461,7.59E-05,0.001345534,20.78935843,22.92930802,21.38139486,8.988530363,10.7912991,10.95351691,10.24444879,21.70002043,0.47209397,-1.08285404
ENSG00000204536.14,CCHCR1,-11.46647424,19.10269465,0.000502555,0.004314721,23.34681793,26.6476234,24.51335398,13.40492689,11.64192211,15.0615236,13.36945753,24.83593177,0.538311091,-0.893487944
ENSG00000172113.10,NME6,-11.51399754,18.13662751,0.000678139,0.005270766,25.07771033,24.42191399,22.18125452,12.58300475,14.35135825,10.20452321,12.37962874,23.89362628,0.51811427,-0.948657776
ENSG00000242498.8,ARPIN,-11.53226339,18.96953674,0.00174184,0.009873693,26.26323693,21.09321213,26.85055624,12.6674453,13.08933812,13.85343171,13.20340504,24.73566843,0.533779998,-0.90568285
ENSG00000147874.11,HAUS6,-11.54468686,22.42559573,2.10E-05,0.000659086,27.5912769,28.72145264,28.28108796,15.85279307,16.29932007,17.80764378,16.6532523,28.19793916,0.590584021,-0.759785771
ENSG00000198826.11,ARHGAP11A,-11.56983781,22.73115138,0.001325088,0.008198351,30.37057163,25.39325918,29.78438003,15.43634971,17.42696021,17.97538749,16.94623247,28.51607028,0.594269558,-0.750810616
ENSG00000024422.12,EHD2,-11.5820083,9.679374337,3.21E-05,0.00082734,16.32310858,15.53725265,14.55077423,2.812010845,4.549744578,4.303355145,3.888370189,15.47037849,0.251342926,-1.992271012
ENSG00000116688.18,MFN2,-11.59754095,45.52544887,0.000128854,0.001804347,50.60295178,51.23826931,52.13143693,40.1588317,37.95791942,41.06328405,39.72667839,51.32421934,0.774033758,-0.369531606
ENSG00000177084.18,POLE,-11.60244703,31.64143534,0.000217336,0.002502674,38.35679326,38.22482691,35.74635639,26.87551167,26.3332529,24.3118709,25.84021182,37.44265885,0.690127587,-0.53506499
ENSG00000156504.16,FAM122B,-11.6522744,20.7882106,0.000394072,0.003664157,28.88782306,24.82913511,26.12608521,15.80212477,15.21931882,13.8647766,14.9620734,26.61434779,0.562180727,-0.830894099
ENSG00000196290.16,NIF3L1,-11.70928904,35.98742716,0.000982715,0.00670298,39.62060173,41.83107758,44.07453572,28.1916981,30.48527225,31.72137756,30.13278264,41.84207168,0.720155132,-0.473620378
ENSG00000196363.10,WDR5,-11.7728891,64.19780497,0.000671704,0.005243849,69.96580674,68.89975615,71.38718567,55.99323447,60.61959491,58.32125189,58.31136042,70.08424952,0.832018047,-0.265313273
ENSG00000161996.19,WDR90,-11.79641649,20.11643714,0.000269093,0.002857188,25.53874047,28.31312037,24.19207534,14.37157213,14.47697177,13.80614279,14.2182289,26.01464539,0.546547096,-0.871582276
ENSG00000144045.14,DQX1,-11.79681955,9.398866969,0.000103769,0.001603651,14.03766719,14.72594539,17.12821765,3.099042254,3.262676666,4.139652662,3.500457194,15.29727674,0.228828781,-2.127659574
ENSG00000126067.12,PSMB2,-11.80005964,35.82995472,3.40E-05,0.000855437,40.71557837,41.78301991,42.69135535,29.48016904,29.34769346,30.96191221,29.9299249,41.72998455,0.717228277,-0.479495727
ENSG00000141696.13,P3H4,-11.81279946,21.82799678,0.000411928,0.003777106,28.36145993,27.37550208,27.4662275,18.04905703,16.21894387,13.49679024,15.92159705,27.7343965,0.57407404,-0.800691278
ENSG00000276043.5,UHRF1,-11.82085851,16.04552739,1.66E-05,0.000591456,22.0572741,22.35028336,21.46031247,10.4925728,10.95425396,8.958467636,10.13509813,21.95595664,0.461610409,-1.115252338
ENSG00000155858.6,LSM11,-11.84443798,15.07202695,0.000137209,0.001874181,20.19432144,20.53263568,22.2557807,7.773312482,10.69103402,8.98507738,9.14980796,20.99424594,0.435824558,-1.198180602
ENSG00000175137.11,SH3BP5L,-11.86969546,39.11741069,2.00E-05,0.000640823,45.15065205,44.88262543,45.12349776,31.90350817,34.23822734,33.40595337,33.18256296,45.05225841,0.736534951,-0.441174107
ENSG00000163781.14,TOPBP1,-11.91728642,20.86495778,7.12E-06,0.000391786,26.81118134,26.37390535,27.28571629,14.19359036,14.70407363,15.82127975,14.90631458,26.82360099,0.555716385,-0.847579317
ENSG00000170860.4,LSM3,-11.92059902,23.52158902,0.00015417,0.002016721,29.55266421,28.80966897,30.08333243,18.55465759,15.49910372,18.63010724,17.56128951,29.48188853,0.595663656,-0.747430158
ENSG00000078808.19,SDF4,-11.94062861,57.97913306,0.000107573,0.001621616,63.9895145,65.17243552,62.68639206,51.14431677,51.46071245,53.42142703,52.00881875,63.94944736,0.813280191,-0.298175621
ENSG00000104812.15,GYS1,-11.94884335,46.27845933,0.000356312,0.003419695,54.45949435,51.77408711,50.52506156,41.28343708,39.07632213,40.55235377,40.30403766,52.25288101,0.771326612,-0.374586208
ENSG00000124098.10,FAM210B,-11.96701331,21.29826669,0.000299392,0.003050399,27.84609768,28.20451658,25.79470576,15.64104855,16.92433553,13.37889602,15.31476003,27.28177334,0.561355006,-0.833014662
ENSG00000205336.14,ADGRG1,-11.9705756,6.266053683,4.44E-09,2.35E-05,12.3118843,12.10267943,12.33946071,0.212248484,0.24207684,0.387972326,0.280765883,12.25134148,0.022917154,-5.447428278
ENSG00000065361.16,ERBB3,-11.99036475,7.011612614,4.40E-08,5.51E-05,12.8529253,12.92996121,13.23749846,0.873074247,0.912790818,1.26342565,1.016430239,13.00679499,0.078146095,-3.677682405
ENSG00000104140.7,RHOV,-12.00637043,36.11435467,9.51E-05,0.00152523,43.09579483,42.03124363,41.22558121,31.72799767,29.60745887,28.99805182,30.11116945,42.11753989,0.71493182,-0.48412243
ENSG00000180535.4,BHLHA15,-12.01728333,8.769613999,0.000337112,0.003296967,14.44747472,17.00060747,12.88668481,3.86782681,2.205696069,2.209394118,2.760972332,14.77825567,0.186826673,-2.420227657
ENSG00000182379.10,NXPH4,-12.03280456,11.14801868,0.000682329,0.005287757,19.6316478,17.40302954,14.45858555,4.829576206,5.967326145,4.597946851,5.131616401,17.16442096,0.298968221,-1.741935954
ENSG00000107731.12,UNC5B,-12.09339548,16.51776452,1.06E-05,0.000477951,22.58248117,23.53923493,21.57167069,10.69517081,10.03837209,10.67965744,10.47106678,22.56446226,0.464051244,-1.107643968
ENSG00000188070.9,C11orf95,-12.10044779,55.28157585,0.000329493,0.003258307,63.4360923,60.48743398,60.07187294,48.77433443,48.14513881,50.77458261,49.23135195,61.33179974,0.802705157,-0.317057928
ENSG00000134690.11,CDCA8,-12.11096044,47.33514622,6.43E-05,0.001241825,53.19774807,54.20248141,52.77164983,42.83182363,40.10940397,40.89777039,41.279666,53.39062644,0.77316317,-0.371155179
ENSG00000162391.12,FAM151A,-12.11668707,9.59945172,1.69E-06,0.000200817,16.39351395,15.54275596,15.03711584,3.649393874,3.391472506,3.582458178,3.541108186,15.65779525,0.226156245,-2.144608258
ENSG00000135723.14,FHOD1,-12.13991253,17.54384238,7.63E-06,0.000405954,23.12269919,24.69661893,23.02207782,11.59738852,11.14516465,11.67910517,11.47388611,23.61379864,0.485897516,-1.041276036
ENSG00000090932.11,DLL3,-12.17626433,10.30515544,0.001778454,0.009998255,18.34786473,17.91352042,12.91847767,6.080419819,3.236301633,3.334348373,4.217023275,16.39328761,0.257240852,-1.958808321
ENSG00000011451.21,WIZ,-12.20219989,33.52685207,0.000491643,0.00425873,42.26859338,38.68327397,37.9319887,26.8335565,28.60865938,26.83504051,27.42575213,39.62795202,0.692080987,-0.530987225
ENSG00000023902.14,PLEKHO1,-12.23139629,14.6859272,2.49E-06,0.000229193,20.88283785,20.7980996,20.7239386,7.753389664,9.270900575,8.686396922,8.570229054,20.80162535,0.411998049,-1.27929059
ENSG00000115107.20,STEAP3,-12.23231376,13.12650856,4.00E-05,0.000934113,20.09052739,17.66183876,19.97563015,7.294405349,6.517844541,7.218805141,7.010351677,19.24266543,0.364312922,-1.456749926
ENSG00000130684.14,ZNF337,-12.23316206,30.93583165,0.000156859,0.002027105,36.09147675,36.13810112,38.92766017,25.70650245,23.60520848,25.14604093,24.81925062,37.05241268,0.669841687,-0.578107931
ENSG00000160993.4,ALKBH4,-12.23772589,14.75802201,5.17E-05,0.001086377,20.78791238,22.2640725,19.57866999,9.460952786,8.221370276,8.235154147,8.63915907,20.87688496,0.413814565,-1.27294367
ENSG00000003402.20,CFLAR,-12.24838164,14.08455213,5.65E-06,0.000354198,19.52260442,20.01175554,21.09186889,7.671734545,8.493609625,7.715739764,7.960361311,20.20874295,0.393906802,-1.344073765
ENSG00000113648.16,MACROH2A1,-12.25667209,58.25567151,6.46E-05,0.001243499,64.51858795,64.50559676,64.12783797,53.30535761,50.3225557,52.75409309,52.12733547,64.38400756,0.809631731,-0.304662262
ENSG00000159210.10,SNF8,-12.26047326,72.95477824,0.001076284,0.007105423,76.33135113,79.56449063,81.35920286,68.45336659,66.94050336,65.0797549,66.82454162,79.08501487,0.844970969,-0.243026321
ENSG00000188549.12,CCDC9B,-12.27711796,8.041040385,0.000293665,0.003015267,15.61334124,15.33039624,11.59506061,1.837735965,1.630224031,2.239484227,1.902481407,14.17959936,0.134170322,-2.897862511
ENSG00000167536.14,DHRS13,-12.28944349,53.11456151,0.000552084,0.004601857,56.7217708,60.28828164,60.76779732,48.40330877,45.58650135,46.91970916,46.96983976,59.25928325,0.792615725,-0.335306505
ENSG00000164211.13,STARD4,-12.29546648,37.59576685,0.000283027,0.002939428,43.93723806,41.59888361,45.6943786,30.39393458,31.98848755,31.96167868,31.44803361,43.74350009,0.718919006,-0.47609885
ENSG00000135473.15,PAN2,-12.29726992,68.29163578,0.001161312,0.007486999,72.98108299,75.70462264,74.6351066,60.69802131,65.37530502,60.35567613,62.14300082,74.44027074,0.83480353,-0.260491393
ENSG00000124507.11,PACSIN1,-12.31313642,11.85685589,5.31E-05,0.001105842,18.96185213,18.76828329,16.31013687,6.095976378,5.767195746,5.237690907,5.700287677,18.01342409,0.316446648,-1.659965808
ENSG00000135519.8,KCNH3,-12.32764457,9.691120374,2.49E-05,0.000712113,17.07068904,14.63305021,15.86108873,3.321021509,3.213841284,4.047031471,3.527298088,15.85494266,0.22247309,-2.168297253
ENSG00000160410.15,SHKBP1,-12.35672412,17.81137857,0.000457082,0.004068988,26.53175832,23.61131784,21.82614572,10.68591184,11.88296582,12.33017187,11.63301651,23.98974063,0.48491631,-1.044192315
ENSG00000129187.15,DCTD,-12.38473888,34.6105708,0.000368903,0.003485234,39.20712265,42.32875989,40.87293817,30.52974058,27.26790479,27.45695869,28.41820136,40.80294024,0.696474352,-0.521857869
ENSG00000115325.14,DOK1,-12.40351655,12.69952994,1.47E-07,6.92E-05,18.62810394,19.05978801,19.01597268,6.381279125,6.238347995,6.873687864,6.497771661,18.90128821,0.343774011,-1.540467612
ENSG00000179564.4,LSMEM2,-12.43315942,20.55984861,0.001035603,0.006931956,27.42884272,29.4545006,23.44594165,13.98997199,14.48318724,14.55664747,14.3432689,26.77642832,0.535667742,-0.900589675
ENSG00000133935.7,ERG28,-12.48467563,23.41772919,6.06E-06,0.000365179,29.73127042,28.98378477,30.26514582,17.35223253,16.3924045,17.78153708,17.17539137,29.66006701,0.579074598,-0.788178883
ENSG00000145908.12,ZNF300,-12.49759196,10.25481596,3.19E-05,0.00082644,15.96203486,15.69080624,17.85799473,3.852444238,4.812309467,3.353306254,4.006019986,16.50361194,0.242735954,-2.04254028
ENSG00000116584.20,ARHGEF2,-12.51646867,27.35584902,1.14E-06,0.000176075,33.9740326,33.70060234,33.16761512,21.55414251,20.53511464,21.2035869,21.09761468,33.61408336,0.627642124,-0.671985913
ENSG00000129173.13,E2F8,-12.51818358,14.88134931,4.09E-05,0.00094328,20.62015135,20.61397517,22.18719677,7.525388174,9.845170507,8.496213881,8.622257521,21.1404411,0.407856084,-1.293867922
ENSG00000189091.13,SF3B3,-12.51996487,72.18302266,1.33E-05,0.000525713,77.62332296,78.38253401,79.32315831,65.34699856,66.79779427,65.62432785,65.92304023,78.44300509,0.84039412,-0.250862027
ENSG00000152749.8,GPR180,-12.55682936,30.61875889,0.000181295,0.002240017,37.6382383,34.95684913,38.0964333,23.04117369,24.59036786,25.38949109,24.34034421,36.89717357,0.659680454,-0.600160736
ENSG00000046604.13,DSG2,-12.58499373,31.28753716,6.08E-05,0.001206136,37.9976239,35.89223224,38.85024594,24.57926059,25.63561925,24.77024105,24.9950403,37.58003403,0.665114893,-0.58832452
ENSG00000077312.9,SNRPA,-12.62161692,108.0567861,0.00078888,0.00582281,111.7063865,116.1577941,115.2386033,100.2303745,103.650746,101.3568125,101.7459777,114.3675946,0.88963992,-0.168706569
ENSG00000198176.13,TFDP1,-12.65446042,32.64319892,3.75E-05,0.000912679,39.29935167,37.41878992,40.19314579,26.67126858,25.92883116,26.34780637,26.3159687,38.97042913,0.675280445,-0.566441316
ENSG00000134574.12,DDB2,-12.66962205,25.71902035,0.000931764,0.006493518,29.11492271,32.75045971,34.2961117,17.74089951,20.68177562,19.72995284,19.38420932,32.05383137,0.604739231,-0.725614922
ENSG00000160113.6,NR2F6,-12.66991522,18.70890748,0.000489604,0.004257045,25.06247477,26.96871683,23.10040365,11.48943919,11.2095385,14.42287192,12.37394987,25.04386508,0.494091061,-1.01715114
ENSG00000171824.14,EXOSC10,-12.712053,42.84929464,1.11E-05,0.000488093,49.61241718,48.70376593,49.29978032,37.39876326,35.38998946,36.69105171,36.49326814,49.20532114,0.74165288,-0.431183983
ENSG00000123485.12,HJURP,-12.72385585,21.11797765,1.63E-06,0.000198208,27.93677216,26.71598822,27.78695634,14.42327174,14.98334627,14.86153116,14.75604972,27.47990557,0.536975998,-0.897070491
ENSG00000109685.19,NSD2,-12.74116511,34.23277438,0.00012698,0.001792283,38.78963537,41.1603562,41.86007924,26.93318434,27.59842,29.05497115,27.86219183,40.60335694,0.686204145,-0.543290254
ENSG00000106367.15,AP1S1,-12.75540348,14.44467666,0.000185278,0.002271397,19.13207111,20.94627051,22.38879358,8.979454318,6.517243471,8.704226959,8.066974916,20.8223784,0.387418515,-1.368035192
ENSG00000136824.19,SMC2,-12.76341807,28.1143592,0.000987327,0.006719285,34.07586267,31.83445881,37.57788323,20.39512827,22.32150624,22.48131599,21.73265017,34.49606824,0.630003687,-0.666567824
ENSG00000160447.7,PKN3,-12.77120875,15.39073217,1.71E-05,0.00060119,22.72212674,22.0625275,20.5443554,8.441835532,9.507856896,9.065690954,9.005127794,21.77633655,0.413528133,-1.273942614
ENSG00000039523.20,RIPOR1,-12.79189061,15.53434948,5.62E-05,0.001143008,22.99427662,22.71598144,20.0806263,9.246005838,8.90499934,9.264207352,9.138404177,21.93029479,0.416702295,-1.262911048
ENSG00000122642.11,FKBP9,-12.81556879,41.07746899,5.37E-05,0.001113291,46.79170365,48.06086878,47.60318772,33.03429995,35.08146526,35.89328857,34.66968459,47.48525338,0.730114765,-0.45380484
ENSG00000185386.15,MAPK11,-12.81700744,11.37083184,0.000189365,0.002305489,17.42876085,19.63111501,16.27813083,6.334697144,3.769536145,4.782751077,4.962328122,17.77933556,0.2791065,-1.841112371
ENSG00000196754.13,S100A2,-12.82227633,9.380051201,0.001772526,0.00998248,16.36524728,19.0571058,11.95121503,3.151126998,2.613796993,3.141815112,2.968913034,15.79118937,0.18801073,-2.411113097
ENSG00000164742.16,ADCY1,-12.82429024,17.80895904,3.68E-06,0.000272536,24.73792384,23.65047502,24.27491361,10.68217567,12.06438849,11.44387759,11.39681392,24.22110416,0.470532386,-1.087634071
ENSG00000182704.8,TSKU,-12.82497755,16.84870693,0.000156667,0.002027105,25.45073444,22.52700176,21.80585091,9.774756932,11.14845312,10.3854444,10.43621815,23.2611957,0.448653555,-1.156326252
ENSG00000163382.13,NAXE,-12.82801027,144.5636289,0.001109598,0.007266443,150.9408136,151.0428074,150.949281,135.3996211,141.6942596,137.3549905,138.1496237,150.977634,0.915033704,-0.12810321
ENSG00000148400.13,NOTCH1,-12.82993685,23.45285677,0.000304219,0.003079484,30.37311733,31.87675323,27.35360503,16.37570288,17.60366904,17.13429313,17.03788835,29.8678252,0.570442884,-0.809845652
ENSG00000158286.13,RNF207,-12.84060903,21.7222327,0.000896732,0.006315906,30.1086662,28.70596232,25.6129831,14.12047025,17.64535948,14.13995482,15.30192818,28.14253721,0.543729518,-0.879038944
ENSG00000113552.16,GNPDA1,-12.85136375,32.36929225,8.14E-06,0.000414225,38.09673771,38.41913602,39.86904865,26.372787,26.01997282,25.43807132,25.94361038,38.79497413,0.668736375,-0.580490501
ENSG00000237441.10,RGL2,-12.90982765,12.62472967,0.000657489,0.005181232,18.27501259,16.72078672,22.24313116,6.397912998,5.77682664,6.334707887,6.169815842,19.07964349,0.323371652,-1.628734881
ENSG00000213593.10,TMX2,-12.91806259,39.75185811,0.00035229,0.003407265,44.10697905,47.23779847,47.28789071,34.91704809,31.5469484,33.41448397,33.29282682,46.21088941,0.720454145,-0.473021485
ENSG00000106400.12,ZNHIT1,-12.92166918,73.78529582,0.000323899,0.003225578,78.78557354,79.36908229,82.58373541,68.35995563,65.83056578,67.78286228,67.32446123,80.24613041,0.838974551,-0.253301046
ENSG00000184602.6,SNN,-12.93038194,22.87579945,0.000224384,0.002550008,30.64994274,27.27314462,30.0998839,16.34688301,15.12251244,17.76243,16.41060848,29.34099042,0.559306562,-0.838288838
ENSG00000072310.17,SREBF1,-12.9431301,21.93190418,0.000127215,0.001794398,30.03191676,28.10230295,27.076188,16.7930291,14.2398679,15.3481204,15.46033913,28.40346924,0.544311647,-0.877495187
