Geneid,GeneSymbol,logFC,AveExpr,P.Value,adj.P.Val,DMSO1_S1,DMSO2_S2,DMSO3_S3,JOI1_S4,JOI2_S5,JOI3_S6,AvgCase,AvgControl,FoldChange,log2FC_Actual
ENSG00000143641.10,GALNT2,4.577118082,15.80520004,0.000406094,0.003738183,13.8826892,14.08870346,12.57853033,18.12772345,18.46044636,17.69310742,18.09375908,13.516641,1.338628368,0.420755493
ENSG00000133858.17,ZFC3H1,4.557646599,19.91169133,0.000703714,0.005402118,17.62805406,16.86931058,18.40123947,22.69796405,22.45644831,21.41713154,22.19051463,17.63286803,1.258474492,0.331675974
ENSG00000117139.18,KDM5B,4.534823348,9.441372542,0.000732039,0.005545165,6.750345827,7.211265283,7.560271494,12.7006015,10.81793699,11.60781416,11.70878422,7.173960868,1.632122677,0.7067495
ENSG00000111412.6,SPRING1,4.491608915,25.98659738,0.001551153,0.00914282,23.62730207,24.75415585,22.84092085,28.20628297,28.9929459,27.49797665,28.23240184,23.74079292,1.189193719,0.249983749
ENSG00000188243.13,COMMD6,4.468584306,16.72300247,0.000789634,0.00582281,15.0182236,14.40955127,14.03835609,19.6548192,17.93360854,19.28345613,18.95729462,14.48871032,1.308418362,0.387823911
ENSG00000138600.10,SPPL2A,4.44604808,13.19516102,0.000432658,0.003921332,10.06727839,11.84635041,11.00278214,15.40538184,15.36971463,15.47945871,15.41818506,10.97213698,1.405212593,0.490788411
ENSG00000175155.11,YPEL2,4.44523682,11.37391188,6.32E-05,0.001231866,8.773450431,9.618569338,9.061860629,14.03080048,13.37768437,13.38110601,13.59653029,9.151293466,1.485749565,0.571190959
ENSG00000124641.16,MED20,4.430670956,31.6521534,0.000767129,0.005712856,28.99303821,29.36177762,29.95563794,34.83448351,33.69324402,33.07473911,33.86748888,29.43681792,1.150514603,0.202279295
ENSG00000174032.17,SLC25A30,4.411804696,7.615663548,0.000633588,0.005062012,4.891006674,5.068325977,6.269950948,9.506811365,9.432399538,10.52548679,9.821565896,5.4097612,1.815526699,0.860388147
ENSG00000163939.18,PBRM1,4.375401637,9.715470694,0.000105617,0.001609244,7.350317863,7.527574414,7.705417349,11.21077422,12.3448313,12.15390901,11.90317151,7.527769875,1.581234776,0.66105159
ENSG00000162885.14,B3GALNT2,4.35551574,15.99789123,7.96E-05,0.001386811,13.45034665,14.28599031,13.72406311,18.3576974,18.46069156,17.70855834,18.1756491,13.82013336,1.315157287,0.39523535
ENSG00000052841.15,TTC17,4.343917337,10.20205984,0.000154977,0.002022335,7.809762092,7.969575888,8.310965526,12.38598424,11.7314736,13.00459767,12.37401851,8.030101169,1.540954248,0.623824028
ENSG00000173542.9,MOB1B,4.327760825,8.696273559,0.000813913,0.005946848,6.25538326,5.918500195,7.423295983,10.98335517,10.18387304,11.41323371,10.86015397,6.532393146,1.66250771,0.733361031
ENSG00000116514.17,RNF19B,4.294249865,13.09248261,0.000484699,0.004222571,11.6801918,10.67681659,10.47906465,15.20775912,15.86050218,14.65056133,15.23960755,10.94535768,1.39233527,0.47750665
ENSG00000110888.17,CAPRIN2,4.293765901,11.13607386,0.00017503,0.002184982,9.065509599,8.378998054,9.523065083,13.65305591,13.32632738,12.86948714,13.28295681,8.989190912,1.477658773,0.563313155
ENSG00000157426.14,AASDH,4.292384846,7.679251244,0.000567966,0.004688099,4.996136191,5.289816155,6.313224117,9.31639268,10.49060051,9.669337813,9.825443666,5.533058821,1.775770688,0.828445293
ENSG00000154222.15,CC2D1B,4.258456921,17.55774141,8.80E-05,0.001466226,16.00805973,15.3262561,14.95122303,19.73171384,19.90801421,19.42118157,19.68696988,15.42851295,1.276012143,0.351642058
ENSG00000108433.17,GOSR2,4.247937354,10.1202243,7.46E-05,0.001338661,8.140021435,7.992103264,7.856642171,11.70675767,12.80267792,12.22314334,12.24419298,7.996255624,1.531240815,0.61470119
ENSG00000124486.13,USP9X,4.23524905,18.68136522,0.000327244,0.003242121,15.95514218,16.48267219,17.25340773,21.17500821,20.29433027,20.92763077,20.79898975,16.5637407,1.255693996,0.328484932
ENSG00000146072.6,TNFRSF21,4.227165408,8.458120717,1.62E-05,0.000582757,6.733137744,6.008262379,6.292213915,10.51208545,10.46245,10.74057481,10.57170342,6.344538013,1.666268434,0.736620836
ENSG00000134313.16,KIDINS220,4.184004937,11.21035783,0.000138553,0.001884039,8.659767565,9.189596396,9.505702137,12.7539349,13.50049694,13.65264907,13.3023603,9.118355366,1.458855218,0.544836712
ENSG00000124151.19,NCOA3,4.169368355,20.2895857,0.001467974,0.008817006,17.60764717,17.80019824,19.20685914,21.75144119,22.24881046,23.12255797,22.37426987,18.20490152,1.229024494,0.297513668
ENSG00000136932.14,TRMO,4.145920068,10.43964415,0.000175558,0.002188993,7.957245715,8.399376039,8.743430599,12.61053033,11.92416203,13.0031202,12.51260419,8.366684118,1.495527261,0.580654209
ENSG00000065308.5,TRAM2,4.135334087,8.396103175,1.34E-05,0.000525713,6.089017679,6.676841586,6.219449129,10.68481511,10.29445289,10.41204265,10.46377022,6.328436131,1.653452765,0.725481832
ENSG00000116285.13,ERRFI1,4.10453244,8.736267753,0.001493093,0.008904725,6.626540776,6.74384571,6.681618112,9.84588897,10.52140989,11.99830306,10.78853397,6.684001533,1.614083109,0.690714864
ENSG00000180182.11,MED14,4.097014958,15.44433595,0.00037093,0.003496586,12.79554769,13.70938859,13.68254915,17.24408144,17.06033632,18.17411253,17.49284343,13.39582847,1.305842596,0.384981008
ENSG00000169895.6,SYAP1,4.096869842,17.28755375,3.67E-05,0.000898924,15.23700083,15.26443794,15.21591774,19.63113049,18.80371695,19.57311859,19.33598868,15.23911883,1.268839025,0.343509048
ENSG00000140992.19,PDPK1,4.093914874,13.63966612,9.07E-06,0.000444444,11.62786022,11.58216719,11.56809865,15.49473603,15.49723884,16.0678958,15.68662356,11.59270868,1.35314567,0.436317158
ENSG00000198792.13,TMEM184B,4.054993194,17.08054468,0.001722861,0.009794953,15.83158406,15.1594452,14.16811499,19.96632391,18.81189399,18.54590593,19.10804128,15.05304808,1.269380206,0.344124251
ENSG00000166436.16,TRIM66,4.031276979,5.996659096,9.17E-05,0.00149308,4.181343004,3.841817375,3.919901441,7.425017171,8.46849251,8.143383076,8.012297586,3.981020607,2.012623992,1.009077666
ENSG00000103978.16,TMEM87A,4.027307779,9.133947206,8.09E-05,0.00139547,6.816175318,7.019418613,7.525286018,11.23303423,10.70564166,11.5041274,11.1476011,7.120293317,1.565609814,0.646724705
ENSG00000125970.12,RALY,4.010010287,16.81994319,0.000216778,0.002500276,14.49174129,15.10637495,14.84669791,19.20001854,19.15375986,18.12106661,18.82494834,14.81493805,1.270673443,0.345593312
ENSG00000103932.12,RPAP1,4.005753094,50.56825876,0.000229823,0.002586825,47.9670006,48.52746323,49.2016828,52.92712136,52.34925814,52.43702641,52.5711353,48.56538221,1.082481655,0.114342575
ENSG00000141002.20,TCF25,3.983440243,18.19025141,0.001129375,0.007366349,17.18093585,16.18074733,15.23391069,20.32449667,19.91667894,20.30473899,20.18197153,16.19853129,1.245913668,0.317204104
ENSG00000080815.19,PSEN1,3.971228866,9.52870351,0.000197877,0.002363761,7.514107006,7.194071631,7.921088595,10.88727058,11.93484163,11.72084162,11.51431794,7.543089077,1.526472487,0.610201587
ENSG00000147852.17,VLDLR,3.968536803,19.58526066,0.001709182,0.009743347,18.09913612,16.86314883,17.84069181,22.29253696,20.57976844,21.83628178,21.56952906,17.60099225,1.225472334,0.293337915
ENSG00000168246.6,UBTD2,3.945300331,9.294556398,0.000190004,0.002310605,7.07358956,7.175359393,7.716769746,10.87961643,11.90028068,11.02172258,11.26720656,7.321906233,1.538835135,0.621838675
ENSG00000083099.11,LYRM2,3.940595819,8.586855645,7.64E-05,0.00134937,6.143602955,6.721593388,6.984476863,10.48524073,10.29522682,10.89099311,10.55715355,6.616557735,1.595565848,0.674068149
ENSG00000170775.3,GPR37,3.914043787,5.644510905,8.99E-05,0.001479173,3.663752755,3.287324654,4.111389625,7.98242443,7.283388032,7.538785934,7.601532799,3.687489011,2.061438766,1.043651608
ENSG00000130787.14,HIP1R,3.90144264,19.46190901,0.000542683,0.004548566,17.91101661,17.87754254,16.74500392,20.8561663,21.76605546,21.61566923,21.41263033,17.51118769,1.222797146,0.29018509
ENSG00000144468.17,RHBDD1,3.892073626,12.75191452,0.000138088,0.001881336,10.50955439,10.47255132,11.43552742,14.74824806,14.91127577,14.43433018,14.69795134,10.80587771,1.360181165,0.44379882
ENSG00000145390.11,USP53,3.880574296,5.810367649,8.63E-05,0.001449445,3.397802052,4.275284778,3.937154673,7.567991902,7.589359438,8.094613051,7.750654797,3.870080501,2.002711518,1.001954622
ENSG00000167972.14,ABCA3,3.869836706,13.58231544,0.000982269,0.006702091,11.45257571,11.13115837,12.35845717,14.97779648,16.29689792,15.27700696,15.51723379,11.64739708,1.332249058,0.413863813
ENSG00000006432.16,MAP3K9,3.869760994,5.549924275,1.89E-05,0.000626621,3.199296268,3.841449423,3.804385642,7.414279349,7.590244587,7.449890379,7.484804772,3.615043778,2.070460341,1.049951568
ENSG00000112659.14,CUL9,3.860832525,12.85291607,7.27E-05,0.001320624,10.83369205,11.3661767,10.56763068,14.75516548,15.10409474,14.4907368,14.78333234,10.92249981,1.353475174,0.436668426
ENSG00000103642.12,LACTB,3.84336707,6.692943388,0.001592819,0.009292687,5.065331446,4.016603701,5.231844411,7.972576893,9.531220618,8.340083258,8.614626923,4.771259853,1.805524576,0.852418058
ENSG00000264522.6,OTUD7B,3.830969682,11.7662507,0.000882265,0.006247263,9.438852476,9.953054732,10.16039037,12.92468291,13.55569106,14.56483266,13.68173554,9.850765861,1.388900694,0.473943451
ENSG00000127328.22,RAB3IP,3.781984312,4.466818823,5.68E-05,0.00114413,2.571434171,2.539682162,2.616363668,5.851529686,6.778975236,6.442928016,6.357810979,2.575826667,2.468260408,1.30349461
ENSG00000063854.13,HAGH,3.773854716,10.12874182,0.001618254,0.00937905,9.259616367,7.611844813,7.853982204,11.45971545,12.08642836,12.50086373,12.01566918,8.241814461,1.457891249,0.543883106
ENSG00000187796.15,CARD9,3.769280893,5.956201548,0.001627005,0.009411734,4.34954537,4.23288105,3.632256886,8.083188317,8.654721433,6.784616235,7.840841995,4.071561102,1.925758155,0.945426535
ENSG00000143740.15,SNAP47,3.731483786,20.01812837,0.000246271,0.002713639,18.21560327,18.35373381,17.88782236,21.95756416,21.24140799,22.45263864,21.88387026,18.15238648,1.205564364,0.269708677
ENSG00000001084.13,GCLC,3.718845461,8.920802267,0.000662331,0.005207159,6.7523053,6.544952151,7.886881158,10.73634344,10.4111786,11.19315295,10.780225,7.061379537,1.526645741,0.610365323
ENSG00000121671.12,CRY2,3.708931458,8.249389769,0.000444553,0.003992331,6.570007282,6.133127403,6.481637435,10.59451995,10.42731813,9.289728418,10.1038555,6.39492404,1.579980534,0.659906784
ENSG00000174839.13,DENND6A,3.687846309,13.97616935,0.000755786,0.005660241,12.02090401,12.28831625,12.08751833,15.17148546,15.53392377,16.75486828,15.82009251,12.1322462,1.303970613,0.382911356
ENSG00000188177.14,ZC3H6,3.678170815,5.605960224,1.71E-05,0.000601793,3.708699173,3.924314712,3.667610565,7.354402662,7.184764037,7.795970197,7.445045632,3.766874817,1.976451566,0.982912602
ENSG00000135241.17,PNPLA8,3.648587348,6.86361939,0.000665473,0.005219715,4.542599448,4.744499301,5.830878399,8.712133749,8.261804094,9.089801349,8.687913064,5.039325716,1.724022926,0.785778959
ENSG00000082146.13,STRADB,3.643817407,15.55629484,0.000117271,0.00172137,13.24142484,13.94075378,14.02097978,17.00935581,17.61231909,17.51293572,17.37820354,13.73438613,1.265306172,0.339486523
ENSG00000165389.7,SPTSSA,3.638480471,26.5838929,0.001622605,0.009393983,24.75878736,24.07589325,25.45927738,29.22598973,28.06615882,27.91725085,28.40313313,24.76465266,1.14692233,0.197767695
ENSG00000198752.11,CDC42BPB,3.632090399,15.40615888,3.67E-05,0.000898924,13.69823123,13.70554102,13.3665688,16.99843369,17.03250417,17.63567439,17.22220408,13.59011368,1.267259751,0.341712265
ENSG00000122958.15,VPS26A,3.609835477,16.17004133,0.001110098,0.00726747,14.19204845,13.64087573,15.26244659,18.01817176,17.58971224,18.3169932,17.97495907,14.36512359,1.251291641,0.32341808
ENSG00000179240.13,GVQW3,3.604244225,4.017042056,3.81E-05,0.000916652,2.204111696,1.939915788,2.500732347,5.540548425,5.78704751,6.129896571,5.819164169,2.214919944,2.627257109,1.393557393
ENSG00000127125.9,PPCS,3.579097718,12.41896046,0.001595554,0.009300956,10.97707981,10.47947699,10.43167803,15.19013444,13.34657508,14.08881845,14.20850932,10.62941161,1.336716448,0.418693465
ENSG00000135048.14,CEMIP2,3.567644648,12.95909214,0.000172707,0.002163643,11.22079289,11.34365557,10.961361,14.20980316,14.72739088,15.29154936,14.74291447,11.17526982,1.319244609,0.399712089
ENSG00000254986.7,DPP3,3.551788968,20.80276759,0.000325875,0.00323158,18.60724603,19.55955255,18.91382076,22.35105169,23.09993239,22.28500216,22.57866208,19.02687311,1.186672237,0.246921513
ENSG00000147862.17,NFIB,3.534067996,13.28586498,8.42E-05,0.001430666,11.28677635,11.22044407,12.04927254,14.96195372,14.98221668,15.21452655,15.05289898,11.51883099,1.30680787,0.386047048
ENSG00000154146.13,NRGN,3.532415004,6.780998258,0.000847392,0.00608995,5.403612523,4.06467696,5.576082784,8.554021708,8.53664156,8.550954012,8.54720576,5.014790756,1.704399281,0.769263348
ENSG00000117461.15,PIK3R3,3.523707959,6.030165667,0.000387244,0.003622945,3.842161619,4.114806131,4.847967314,8.26209996,7.371578153,7.742380827,7.792019647,4.268311688,1.82555076,0.868331784
ENSG00000175893.12,ZDHHC21,3.51534349,7.483576651,0.000851977,0.006104505,5.266691317,5.650077159,6.260946242,8.516778577,9.417699835,9.789266777,9.241248396,5.725904906,1.613936757,0.690584047
ENSG00000150712.11,MTMR12,3.484580195,8.822132084,0.001628237,0.009413717,6.791864107,6.356298478,8.091363377,10.6200056,10.23118742,10.84207353,10.56442218,7.079841987,1.492183329,0.577424795
ENSG00000116288.13,PARK7,3.483648753,68.96984525,0.000789272,0.00582281,67.56700221,67.6773597,66.43970072,71.08824673,70.78406554,70.26269662,70.71166963,67.22802088,1.051818404,0.072885646
ENSG00000033627.17,ATP6V0A1,3.478965652,12.26998492,4.86E-05,0.001040692,10.47617017,10.51676335,10.59857276,14.41952432,14.01210828,13.59677064,14.00946775,10.53050209,1.330370349,0.41182792
ENSG00000188352.12,FOCAD,3.46330803,5.041547081,1.10E-06,0.000176075,3.338197846,3.150215834,3.441265518,6.721635935,6.812996129,6.784971226,6.773201096,3.309893066,2.046350429,1.033053222
ENSG00000120656.12,TAF12,3.433814679,5.94119935,0.000190647,0.002314437,3.938848011,4.671282537,4.062745484,7.264531336,8.079346996,7.630441737,7.65810669,4.224292011,1.812873416,0.858278193
ENSG00000101350.8,KIF3B,3.42565468,16.06577314,0.001678539,0.009610917,13.3975946,14.39035577,15.27088701,17.7843349,17.6564411,17.89502542,17.77860048,14.3529458,1.238672585,0.308794895
ENSG00000163249.13,CCNYL1,3.41742141,7.736965026,0.000188208,0.002300663,6.382941977,5.837271068,5.864549917,9.348510486,9.03211711,9.956399597,9.445675731,6.02825432,1.56690067,0.647913726
ENSG00000163945.19,UVSSA,3.383996657,13.74178894,0.000269062,0.002857188,12.05313538,11.78491362,12.31132283,15.52965261,14.84821454,15.92349465,15.43378726,12.04979061,1.280834478,0.357084049
ENSG00000107862.6,GBF1,3.359573051,14.75031736,0.001144584,0.007424336,12.45482645,13.49436642,13.26239963,17.09566991,15.80805383,16.38658791,16.43010389,13.07053083,1.257034171,0.330023868
ENSG00000118260.15,CREB1,3.351117595,17.56223726,0.000362635,0.003450655,15.31919325,15.86246887,16.47837327,19.39226138,18.92053591,19.40059089,19.23779606,15.88667846,1.210938844,0.276126007
ENSG00000040933.16,INPP4A,3.350290636,6.811340047,1.04E-06,0.000170549,5.207645381,5.18651383,5.014424976,8.485037143,8.388139474,8.58627948,8.486485366,5.136194729,1.652290424,0.724467292
ENSG00000145868.17,FBXO38,3.339640227,10.04316936,0.000819121,0.005969854,7.915231804,8.182597483,9.022218449,12.20581326,11.17455126,11.7586039,11.71298947,8.373349245,1.398841626,0.484232633
ENSG00000122550.18,KLHL7,3.326809811,6.993962879,0.000646359,0.005131124,4.993844546,5.630214412,5.367614962,7.970916891,8.722551763,9.278634698,8.657367784,5.330557973,1.624101609,0.699641895
ENSG00000177181.15,RIMKLA,3.319057086,3.125770651,2.72E-06,0.000234088,1.572502011,1.530324068,1.295900243,4.92025838,4.693444615,4.742194587,4.785299194,1.466242108,3.263648731,1.706485787
ENSG00000115414.21,FN1,3.312461807,9.660287397,0.000950668,0.006571021,8.173772271,8.008247679,7.830149532,10.6873812,11.07588441,12.1862893,11.3165183,8.004056494,1.413847879,0.499626904
ENSG00000143324.14,XPR1,3.284190718,5.957304395,6.11E-06,0.000365179,4.205661982,4.197251953,4.542713174,7.493774038,7.740275844,7.564149382,7.599399755,4.315209036,1.761073378,0.816455023
ENSG00000059728.11,MXD1,3.269572854,4.000490744,0.000151585,0.001993396,2.414991732,2.244130216,2.437991002,5.967803032,5.87610533,5.061923151,5.635277171,2.365704317,2.382071644,1.252216805
ENSG00000114302.16,PRKAR2A,3.254363804,23.33078071,0.000298963,0.003047491,21.19879809,21.56354754,22.34845079,25.0229703,24.84874299,25.00217454,24.95796261,21.70359881,1.149945815,0.201565883
ENSG00000172086.9,KRCC1,3.234223015,9.095699991,0.001107744,0.00725864,7.60589295,6.928364923,7.901507577,11.17145844,9.98976765,10.97720841,10.7128115,7.478588483,1.432464364,0.518499249
ENSG00000008405.12,CRY1,3.229192635,4.877674286,2.59E-05,0.000732343,3.359198676,3.234762157,3.195273072,6.522254774,6.159289605,6.795267432,6.492270603,3.263077968,1.989615531,0.992489674
ENSG00000167785.9,ZNF558,3.21975956,9.306152632,0.00065852,0.005182972,7.773012169,7.133677136,8.182129252,10.77641716,11.44323473,10.52844535,10.91603241,7.696272852,1.418353094,0.504216731
ENSG00000149292.17,TTC12,3.199116465,3.640898846,2.60E-05,0.000732501,1.931481698,1.874319935,2.318220209,5.127803669,5.494962799,5.098604767,5.240457078,2.041340614,2.567164462,1.360175723
ENSG00000116991.11,SIPA1L2,3.198380119,4.929821018,1.23E-06,0.000177416,3.340562864,3.350197366,3.301132646,6.691211762,6.459673951,6.43614752,6.529011078,3.330630959,1.960292557,0.97106898
ENSG00000166529.15,ZSCAN21,3.194241117,10.22107187,0.000705609,0.005408961,8.165827228,8.708823981,8.997202722,11.45470324,12.48384678,11.51602726,11.81819243,8.62395131,1.370391831,0.454588457
ENSG00000047644.19,WWC3,3.189688263,5.838486708,7.49E-05,0.001338661,4.070508362,4.68728616,3.973133208,7.428290679,7.271708198,7.599993643,7.43333084,4.243642577,1.751639236,0.808705671
ENSG00000107789.16,MINPP1,3.166201348,8.22257507,5.58E-05,0.001140066,6.467385833,6.499152805,6.951884551,9.67810479,10.12596855,9.612953894,9.805675744,6.639474396,1.4768753,0.562548018
ENSG00000123552.18,USP45,3.140133055,5.978300652,7.79E-06,0.000408355,4.431615446,4.234261085,4.558825843,7.367799297,7.709161133,7.568141111,7.54836718,4.408234125,1.712333548,0.775963754
ENSG00000028203.18,VEZT,3.120077909,9.123847339,0.001133541,0.007377601,7.489367148,7.577246332,7.624811674,9.869247551,10.76115763,11.4212537,10.68388629,7.563808385,1.412500919,0.498251806
ENSG00000163904.13,SENP2,3.114806726,14.51261527,0.000750247,0.005636704,12.37616155,13.34628213,13.14319205,15.87026968,15.71323001,16.62655621,16.07001863,12.95521191,1.240428852,0.310838988
ENSG00000038219.13,BOD1L1,3.100976015,20.35462336,2.21E-05,0.000673211,18.67355802,19.03358648,18.70526154,22.03725438,21.64026107,22.03781864,21.90511136,18.80413535,1.164909258,0.220217579
ENSG00000123342.16,MMP19,3.092856535,5.281712443,0.001385393,0.008450457,4.080166837,2.94127988,4.184405809,6.705679165,6.471437318,7.307305647,6.82814071,3.735284175,1.82801104,0.870274783
ENSG00000162434.13,JAK1,3.070263667,3.868143113,6.60E-07,0.000141088,2.235519237,2.401538564,2.361976037,5.377107746,5.357914099,5.474802995,5.403274947,2.333011279,2.316008926,1.211640813
ENSG00000129003.19,VPS13C,3.05248244,5.998311942,0.000121966,0.001753864,4.251283012,4.295218968,4.869710186,7.190266526,7.710836161,7.6725568,7.524553162,4.472070722,1.68256578,0.750662908
ENSG00000089902.10,RCOR1,3.043594056,9.167330043,0.00025077,0.002746478,8.172779129,7.35102434,7.412795577,10.42609199,10.67005253,10.97123669,10.68912707,7.645533015,1.398087883,0.483455051
ENSG00000102934.10,PLLP,3.009674692,8.744516276,0.001284752,0.008040427,6.760007725,7.105189162,7.853839902,10.05811895,10.8581809,9.831761013,10.24935362,7.23967893,1.41571936,0.501535306
ENSG00000168610.16,STAT3,3.00911771,15.35493523,4.73E-05,0.001020534,13.75902465,13.87117216,13.92093231,17.25661036,16.67646927,16.64540263,16.85949408,13.85037637,1.217258913,0.283636064
ENSG00000165487.14,MICU2,2.996146424,5.179528291,0.000136721,0.001873145,3.339240623,3.544497583,4.160627029,6.500758905,6.778260449,6.753785153,6.677601502,3.681455079,1.813848427,0.859053903
ENSG00000141425.18,RPRD1A,2.993471414,26.75851617,0.000674139,0.005249413,25.80448439,24.86151674,25.11934024,28.40256021,28.61125059,27.75194482,28.25525187,25.26178046,1.118498038,0.161562725
ENSG00000124406.16,ATP8A1,2.991344874,10.33247175,0.0008655,0.006180224,8.499987148,8.441269748,9.569141044,11.53049596,11.82336778,12.13056882,11.82814419,8.836799313,1.338509993,0.42062791
ENSG00000158158.12,CNNM4,2.971908372,6.459403677,3.32E-05,0.000845221,4.724000669,5.071875252,5.124472551,7.814635124,8.217227172,7.804211292,7.945357863,4.973449491,1.597554751,0.675865376
ENSG00000118276.11,B4GALT6,2.956666163,10.58574193,0.001771446,0.00998006,9.641323517,8.828064156,8.852838881,11.48931294,11.88418046,12.81873164,12.06407501,9.107408851,1.324644058,0.405604748
ENSG00000139631.19,CSAD,2.947507552,6.904545279,0.001131659,0.007372152,6.019759823,5.239127129,5.033487559,7.935109482,8.955004675,8.244783008,8.378299055,5.430791504,1.542739958,0.625494904
ENSG00000198162.12,MAN1A2,2.945131121,7.648715515,0.000844652,0.006078508,5.81869532,6.223167881,6.486586663,9.088116498,8.539372608,9.736354122,9.121281076,6.176149955,1.476855508,0.562528683
ENSG00000136754.18,ABI1,2.94084027,9.942442133,3.88E-05,0.000921189,8.546713243,8.628751912,8.240600838,11.25180108,11.71042177,11.27636396,11.41286227,8.472021998,1.347123776,0.429882415
ENSG00000119979.18,DENND10,2.9375038,7.263362082,0.000465696,0.004115074,5.340107634,6.2645759,5.77914701,8.712679519,8.368098174,9.115564252,8.732113982,5.794610181,1.506937259,0.591619352
ENSG00000116525.14,TRIM62,2.92600672,3.743959733,0.00015384,0.002016721,2.235980248,2.518525888,2.088362983,5.565190443,4.775583778,5.280115057,5.206963093,2.280956373,2.282798196,1.190803328
ENSG00000035403.18,VCL,2.922364876,25.75753701,0.000193291,0.002334913,24.60737944,23.97370043,24.30798384,27.33592982,27.50653569,26.81369284,27.21871945,24.29635457,1.120279973,0.163859326
ENSG00000164168.8,TMEM184C,2.921758959,16.73345518,0.000243053,0.002687162,15.24716754,15.57470988,14.99584968,18.09468966,18.65090173,17.83741259,18.19433466,15.2725757,1.191307545,0.252545904
ENSG00000124839.13,RAB17,2.917051762,1.687171277,3.67E-05,0.000898924,0.250287839,0.270638413,0.165009936,3.488508965,3.085574277,2.863008231,3.145697158,0.228645396,13.75797287,3.782196011
ENSG00000186591.13,UBE2H,2.914511587,6.535318907,0.00023306,0.002613478,5.281394071,4.849662274,5.103132997,7.471686441,8.267881968,8.238155695,7.992574701,5.078063114,1.573941584,0.654381997
ENSG00000105186.16,ANKRD27,2.902443993,17.4129602,5.59E-06,0.000352078,15.89936657,15.91605458,16.06979344,18.67613721,19.01756765,18.89884172,18.86418219,15.9617382,1.181837589,0.241031791
ENSG00000174206.13,C12orf66,2.900863003,5.772336133,0.000130352,0.001816867,4.461548893,4.311086916,4.193078084,6.750435972,7.514330376,7.403536555,7.222767634,4.321904631,1.671200142,0.74088452
ENSG00000188827.11,SLX4,2.8872793,8.194583046,0.000603654,0.004893015,6.174173887,7.343806604,6.734849697,9.771058388,9.396119541,9.747490161,9.638222697,6.750943396,1.427685307,0.513678013
ENSG00000088812.18,ATRN,2.883588746,8.128416661,3.20E-05,0.000826712,6.65659325,6.439086237,6.964187375,9.48348124,9.47497963,9.752172231,9.570211034,6.686622287,1.43124744,0.517273113
ENSG00000113916.18,BCL6,2.872860935,3.563147977,0.000386325,0.003615945,2.31453548,2.1235262,1.942090848,5.506339688,4.459833387,5.032562259,4.999578444,2.126717509,2.350842753,1.233178041
ENSG00000111271.15,ACAD10,2.865476985,5.951402591,0.000208972,0.002451162,4.470430349,4.522049651,4.563512294,7.930460251,7.048837186,7.173125813,7.384141084,4.518664098,1.634142508,0.708533802
ENSG00000101004.15,NINL,2.848436798,12.67371321,0.001756328,0.009931884,10.96648739,12.1361922,10.64580484,14.21833634,13.99758537,14.07787311,14.0979316,11.24949481,1.253205753,0.325623297
ENSG00000107554.17,DNMBP,2.842012437,14.2092544,0.00120617,0.007682624,12.26458328,12.64337444,13.45678683,15.71878716,15.20649263,15.96550207,15.63026062,12.78824818,1.222236259,0.289523186
ENSG00000144357.18,UBR3,2.834053774,6.478972392,0.000459485,0.004077794,4.783780851,4.769859687,5.632195976,7.963832768,7.580704244,8.143460824,7.895999279,5.061945505,1.559874414,0.641429882
ENSG00000161955.16,TNFSF13,2.832665003,3.338393695,0.00085202,0.006104505,2.059422969,1.670153951,2.036606661,4.100601886,5.34500603,4.818570674,4.754726197,1.922061193,2.473764214,1.306707997
ENSG00000183508.5,TENT5C,2.808185941,2.272428221,0.001057916,0.007020723,0.687941477,0.909183111,1.007881165,3.304886794,3.273373607,4.451303175,3.676521192,0.868335251,4.233988185,2.082017243
ENSG00000166848.7,TERF2IP,2.793642933,7.745891988,6.39E-05,0.001239119,6.525771715,6.344262509,6.177177341,8.855492872,9.109423275,9.463224216,9.142713454,6.349070522,1.440008175,0.526077002
ENSG00000115415.20,STAT1,2.786139337,7.906236355,0.001029674,0.0069014,6.542623356,6.81196544,6.184911265,9.326794664,9.888969065,8.682154341,9.299306024,6.513166687,1.427770311,0.513763908
ENSG00000184014.9,DENND5A,2.759062466,13.80108267,0.001500487,0.008932862,12.18353154,12.34623447,12.73488829,14.42785953,15.35728575,15.75669642,15.1806139,12.42155143,1.222118991,0.289384759
ENSG00000205189.12,ZBTB10,2.742349942,16.82001693,0.001143276,0.007420676,14.99929169,15.94627836,15.40095582,17.78318232,18.04692362,18.74346976,18.1911919,15.44884196,1.177511683,0.235741374
ENSG00000100330.16,MTMR3,2.708373916,6.262419195,0.000561667,0.004654249,4.266550626,5.213582878,5.244563207,7.748717682,7.622315149,7.478785626,7.616606153,4.908232237,1.551802316,0.633944784
ENSG00000085224.23,ATRX,2.708234791,9.193050217,3.68E-05,0.000898924,8.097179521,7.528198226,7.891420717,10.50439777,10.50766987,10.6294352,10.54716761,7.838932821,1.345485138,0.428126456
ENSG00000241973.11,PI4KA,2.705616275,7.155062262,0.000331287,0.003271456,6.089272739,6.048869846,5.268619789,8.580388861,8.281783479,8.66143886,8.5078704,5.802254125,1.466304339,0.552184574
ENSG00000151348.15,EXT2,2.70227038,5.398539113,7.49E-05,0.001338661,4.064833687,3.899091893,4.178286188,6.377951502,6.905600563,6.965470843,6.749674302,4.047403923,1.667655226,0.737821054
